fecha_boletin;accion;tipo;fecha_vencimiento;strike;spot;volatilidad_cierre;delta_cierre;volumen_contratos;posicion_abierta
24/09/26;MINI IBEX-35;CALL;Oct-26;17.000;19573.4;27,01;0,98;;5
24/09/26;MINI IBEX-35;CALL;Oct-26;18.000;19573.4;22,53;0,94;;3
24/09/26;MINI IBEX-35;CALL;Oct-26;18.100;19573.4;22,09;0,93;;3
24/09/26;MINI IBEX-35;CALL;Oct-26;18.600;19573.4;19,85;0,85;;3
24/09/26;MINI IBEX-35;CALL;Oct-26;19.000;19573.4;18,05;0,75;;4
24/09/26;MINI IBEX-35;CALL;Oct-26;19.050;19573.4;17,83;0,74;;1
24/09/26;MINI IBEX-35;CALL;Oct-26;19.150;19573.4;17,38;0,70;;1
24/09/26;MINI IBEX-35;CALL;Oct-26;19.200;19573.4;17,16;0,68;;3
24/09/26;MINI IBEX-35;CALL;Oct-26;19.300;19573.4;16,71;0,64;;3
24/09/26;MINI IBEX-35;CALL;Oct-26;19.400;19573.4;16,26;0,59;;5
24/09/26;MINI IBEX-35;CALL;Oct-26;19.450;19573.4;16,04;0,57;;11
24/09/26;MINI IBEX-35;CALL;Oct-26;19.500;19573.4;15,81;0,54;;5
24/09/26;MINI IBEX-35;CALL;Oct-26;19.550;19573.4;15,59;0,52;;11
24/09/26;MINI IBEX-35;CALL;Oct-26;19.600;19573.4;15,44;0,49;;8
24/09/26;MINI IBEX-35;CALL;Oct-26;19.650;19573.4;15,34;0,46;;2
24/09/26;MINI IBEX-35;CALL;Oct-26;19.700;19573.4;15,23;0,44;;3
24/09/26;MINI IBEX-35;CALL;Oct-26;19.750;19573.4;15,13;0,41;;1
24/09/26;MINI IBEX-35;CALL;Oct-26;19.800;19573.4;15,03;0,38;;110
24/09/26;MINI IBEX-35;CALL;Oct-26;19.850;19573.4;14,92;0,36;;1
24/09/26;MINI IBEX-35;CALL;Oct-26;19.900;19573.4;14,82;0,33;1;11
24/09/26;MINI IBEX-35;CALL;Oct-26;19.950;19573.4;14,72;0,30;;2
24/09/26;MINI IBEX-35;CALL;Oct-26;20.000;19573.4;14,61;0,28;9;25
24/09/26;MINI IBEX-35;CALL;Oct-26;20.050;19573.4;14,51;0,26;;100
24/09/26;MINI IBEX-35;CALL;Oct-26;20.100;19573.4;14,41;0,23;;105
24/09/26;MINI IBEX-35;CALL;Oct-26;20.150;19573.4;14,30;0,21;;12
24/09/26;MINI IBEX-35;CALL;Oct-26;20.200;19573.4;14,20;0,19;2;116
24/09/26;MINI IBEX-35;CALL;Oct-26;20.250;19573.4;14,10;0,17;;11
24/09/26;MINI IBEX-35;CALL;Oct-26;20.300;19573.4;14,00;0,15;;8
24/09/26;MINI IBEX-35;CALL;Oct-26;20.350;19573.4;13,89;0,13;;1
24/09/26;MINI IBEX-35;CALL;Oct-26;20.400;19573.4;13,79;0,11;;3
24/09/26;MINI IBEX-35;CALL;Oct-26;20.450;19573.4;13,69;0,10;;2
24/09/26;MINI IBEX-35;CALL;Oct-26;20.500;19573.4;13,58;0,09;;13
24/09/26;MINI IBEX-35;CALL;Oct-26;20.550;19573.4;13,48;0,07;;1
24/09/26;MINI IBEX-35;CALL;Oct-26;20.600;19573.4;13,38;0,06;30;75
24/09/26;MINI IBEX-35;CALL;Oct-26;20.650;19573.4;13,27;0,05;;106
24/09/26;MINI IBEX-35;CALL;Oct-26;20.700;19573.4;13,17;0,04;;115
24/09/26;MINI IBEX-35;CALL;Oct-26;20.750;19573.4;13,07;0,04;;100
24/09/26;MINI IBEX-35;CALL;Oct-26;20.800;19573.4;12,97;0,03;;12
24/09/26;MINI IBEX-35;CALL;Oct-26;20.900;19573.4;12,76;0,02;;1
24/09/26;MINI IBEX-35;CALL;Oct-26;21.000;19573.4;12,55;0,01;;11
24/09/26;MINI IBEX-35;CALL;Oct-26;21.100;19573.4;12,35;0,01;;4
24/09/26;MINI IBEX-35;CALL;Oct-26;21.200;19573.4;12,14;;;1
24/09/26;MINI IBEX-35;CALL;Oct-26;21.300;19573.4;11,93;;;5
24/09/26;MINI IBEX-35;CALL;Oct-26;21.400;19573.4;11,73;;;2
24/09/26;MINI IBEX-35;CALL;Oct-26;21.600;19573.4;11,32;;;2
24/09/26;MINI IBEX-35;CALL;Nov-26;19.200;19573.4;17,25;0,61;1;1
24/09/26;MINI IBEX-35;CALL;Nov-26;19.300;19573.4;16,88;0,59;;1
24/09/26;MINI IBEX-35;CALL;Nov-26;19.500;19573.4;16,13;0,53;;1
24/09/26;MINI IBEX-35;CALL;Nov-26;19.700;19573.4;15,67;0,46;2;4
24/09/26;MINI IBEX-35;CALL;Nov-26;19.900;19573.4;15,30;0,40;;2
24/09/26;MINI IBEX-35;CALL;Nov-26;19.950;19573.4;15,21;0,38;;3
24/09/26;MINI IBEX-35;CALL;Nov-26;20.000;19573.4;15,12;0,36;2;10
24/09/26;MINI IBEX-35;CALL;Nov-26;20.100;19573.4;14,94;0,33;;1
24/09/26;MINI IBEX-35;CALL;Nov-26;20.150;19573.4;14,84;0,31;;5
24/09/26;MINI IBEX-35;CALL;Nov-26;20.200;19573.4;14,75;0,30;;3
24/09/26;MINI IBEX-35;CALL;Nov-26;20.300;19573.4;14,57;0,27;;4
24/09/26;MINI IBEX-35;CALL;Nov-26;20.400;19573.4;14,38;0,24;;2
24/09/26;MINI IBEX-35;CALL;Nov-26;20.500;19573.4;14,20;0,21;;1
24/09/26;MINI IBEX-35;CALL;Nov-26;20.600;19573.4;14,01;0,18;;6
24/09/26;MINI IBEX-35;CALL;Nov-26;20.700;19573.4;13,83;0,16;;11
24/09/26;MINI IBEX-35;CALL;Nov-26;20.800;19573.4;13,65;0,13;;20
24/09/26;MINI IBEX-35;CALL;Nov-26;20.900;19573.4;13,46;0,11;;3
24/09/26;MINI IBEX-35;CALL;Nov-26;21.000;19573.4;13,28;0,09;;12
24/09/26;MINI IBEX-35;CALL;Nov-26;21.200;19573.4;12,91;0,06;1;2
24/09/26;MINI IBEX-35;CALL;Nov-26;21.250;19573.4;12,82;0,05;;1
24/09/26;MINI IBEX-35;CALL;Nov-26;21.400;19573.4;12,54;0,04;;1
24/09/26;MINI IBEX-35;CALL;Nov-26;22.100;19573.4;11,25;;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;7.500;19573.4;54,66;0,99;;3
24/09/26;MINI IBEX-35;CALL;Dic-26;8.300;19573.4;52,09;0,99;;655
24/09/26;MINI IBEX-35;CALL;Dic-26;8.600;19573.4;51,13;0,99;;1.250
24/09/26;MINI IBEX-35;CALL;Dic-26;10.500;19573.4;45,04;0,99;;30
24/09/26;MINI IBEX-35;CALL;Dic-26;12.000;19573.4;40,24;0,99;;12
24/09/26;MINI IBEX-35;CALL;Dic-26;12.200;19573.4;39,59;0,99;;32
24/09/26;MINI IBEX-35;CALL;Dic-26;13.000;19573.4;37,03;0,98;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;14.800;19573.4;31,26;0,97;;32
24/09/26;MINI IBEX-35;CALL;Dic-26;15.000;19573.4;30,62;0,96;;2
24/09/26;MINI IBEX-35;CALL;Dic-26;15.300;19573.4;29,66;0,96;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;16.000;19573.4;27,41;0,94;;10
24/09/26;MINI IBEX-35;CALL;Dic-26;16.400;19573.4;26,13;0,92;;6.000
24/09/26;MINI IBEX-35;CALL;Dic-26;16.700;19573.4;25,17;0,91;;1.500
24/09/26;MINI IBEX-35;CALL;Dic-26;16.900;19573.4;24,53;0,89;;5
24/09/26;MINI IBEX-35;CALL;Dic-26;17.000;19573.4;24,21;0,89;;19
24/09/26;MINI IBEX-35;CALL;Dic-26;17.100;19573.4;23,89;0,88;;5
24/09/26;MINI IBEX-35;CALL;Dic-26;17.200;19573.4;23,57;0,88;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;17.300;19573.4;23,25;0,87;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;17.400;19573.4;22,93;0,86;;8
24/09/26;MINI IBEX-35;CALL;Dic-26;17.500;19573.4;22,61;0,85;;1.006
24/09/26;MINI IBEX-35;CALL;Dic-26;17.600;19573.4;22,29;0,84;;11
24/09/26;MINI IBEX-35;CALL;Dic-26;17.700;19573.4;21,97;0,83;;5.007
24/09/26;MINI IBEX-35;CALL;Dic-26;17.800;19573.4;21,65;0,82;;93
24/09/26;MINI IBEX-35;CALL;Dic-26;17.900;19573.4;21,32;0,81;;5.004
24/09/26;MINI IBEX-35;CALL;Dic-26;18.000;19573.4;21,00;0,80;;7
24/09/26;MINI IBEX-35;CALL;Dic-26;18.100;19573.4;20,68;0,79;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;18.200;19573.4;20,36;0,78;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;18.300;19573.4;20,04;0,76;;5
24/09/26;MINI IBEX-35;CALL;Dic-26;18.400;19573.4;19,72;0,75;;2
24/09/26;MINI IBEX-35;CALL;Dic-26;18.500;19573.4;19,40;0,73;;6.004
24/09/26;MINI IBEX-35;CALL;Dic-26;18.600;19573.4;19,08;0,72;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;18.800;19573.4;18,44;0,68;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;18.900;19573.4;18,12;0,66;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;19.000;19573.4;17,80;0,64;;3
24/09/26;MINI IBEX-35;CALL;Dic-26;19.100;19573.4;17,48;0,62;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;19.200;19573.4;17,16;0,60;;4
24/09/26;MINI IBEX-35;CALL;Dic-26;19.300;19573.4;16,84;0,58;;2
24/09/26;MINI IBEX-35;CALL;Dic-26;19.500;19573.4;16,20;0,53;;4.704
24/09/26;MINI IBEX-35;CALL;Dic-26;19.600;19573.4;15,95;0,50;;3
24/09/26;MINI IBEX-35;CALL;Dic-26;19.700;19573.4;15,79;0,47;;2
24/09/26;MINI IBEX-35;CALL;Dic-26;19.800;19573.4;15,63;0,45;;4
24/09/26;MINI IBEX-35;CALL;Dic-26;19.900;19573.4;15,47;0,42;;6
24/09/26;MINI IBEX-35;CALL;Dic-26;20.000;19573.4;15,30;0,39;1;19
24/09/26;MINI IBEX-35;CALL;Dic-26;20.100;19573.4;15,14;0,37;;12
24/09/26;MINI IBEX-35;CALL;Dic-26;20.200;19573.4;14,98;0,34;;11
24/09/26;MINI IBEX-35;CALL;Dic-26;20.300;19573.4;14,82;0,31;;4
24/09/26;MINI IBEX-35;CALL;Dic-26;20.400;19573.4;14,66;0,29;;9
24/09/26;MINI IBEX-35;CALL;Dic-26;20.500;19573.4;14,49;0,26;1;6.005
24/09/26;MINI IBEX-35;CALL;Dic-26;20.600;19573.4;14,33;0,24;;24
24/09/26;MINI IBEX-35;CALL;Dic-26;20.700;19573.4;14,17;0,21;;2
24/09/26;MINI IBEX-35;CALL;Dic-26;20.800;19573.4;14,01;0,19;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;20.900;19573.4;13,85;0,17;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;21.000;19573.4;13,68;0,15;;5.198
24/09/26;MINI IBEX-35;CALL;Dic-26;21.100;19573.4;13,52;0,13;;2
24/09/26;MINI IBEX-35;CALL;Dic-26;21.200;19573.4;13,36;0,11;;6
24/09/26;MINI IBEX-35;CALL;Dic-26;21.300;19573.4;13,20;0,10;;12
24/09/26;MINI IBEX-35;CALL;Dic-26;21.700;19573.4;12,55;0,05;;2
24/09/26;MINI IBEX-35;CALL;Dic-26;21.900;19573.4;12,23;0,03;;1
24/09/26;MINI IBEX-35;CALL;Dic-26;22.000;19573.4;12,07;0,02;;3
24/09/26;MINI IBEX-35;CALL;Dic-26;22.200;19573.4;11,74;0,01;;4
24/09/26;MINI IBEX-35;CALL;Dic-26;22.300;19573.4;11,58;0,01;;2
24/09/26;MINI IBEX-35;CALL;Mar-27;12.600;19573.4;33,35;0,97;;1
24/09/26;MINI IBEX-35;CALL;Mar-27;13.000;19573.4;32,38;0,96;;2
24/09/26;MINI IBEX-35;CALL;Mar-27;13.500;19573.4;31,18;0,95;;3
24/09/26;MINI IBEX-35;CALL;Mar-27;13.900;19573.4;30,21;0,95;;3
24/09/26;MINI IBEX-35;CALL;Mar-27;14.000;19573.4;29,97;0,94;;1
24/09/26;MINI IBEX-35;CALL;Mar-27;14.100;19573.4;29,73;0,94;;1
24/09/26;MINI IBEX-35;CALL;Mar-27;15.000;19573.4;27,56;0,92;;5.000
24/09/26;MINI IBEX-35;CALL;Mar-27;15.300;19573.4;26,83;0,91;;3
24/09/26;MINI IBEX-35;CALL;Mar-27;17.000;19573.4;22,73;0,83;;2
24/09/26;MINI IBEX-35;CALL;Mar-27;17.900;19573.4;20,56;0,75;;1
24/09/26;MINI IBEX-35;CALL;Mar-27;18.000;19573.4;20,31;0,74;;750
24/09/26;MINI IBEX-35;CALL;Mar-27;18.500;19573.4;19,11;0,68;;2
24/09/26;MINI IBEX-35;CALL;Mar-27;18.800;19573.4;18,38;0,64;;2
24/09/26;MINI IBEX-35;CALL;Mar-27;18.900;19573.4;18,14;0,63;;1
24/09/26;MINI IBEX-35;CALL;Mar-27;19.000;19573.4;17,90;0,62;;1
24/09/26;MINI IBEX-35;CALL;Mar-27;19.300;19573.4;17,18;0,57;;4
24/09/26;MINI IBEX-35;CALL;Mar-27;19.800;19573.4;16,18;0,48;;5
24/09/26;MINI IBEX-35;CALL;Mar-27;20.000;19573.4;15,92;0,45;;1
24/09/26;MINI IBEX-35;CALL;Mar-27;20.100;19573.4;15,79;0,43;;1
24/09/26;MINI IBEX-35;CALL;Mar-27;20.500;19573.4;15,26;0,35;;1
