accion;tipo;fecha_vencimiento;strike;volumen_contratos;posicion_abierta;fecha_boletin
MINI IBEX-35;CALL;Abr-26 w0 18.250;;4;-;30/04/26
MINI IBEX-35;CALL;Abr-26 w0 18.275;;1;-;30/04/26
MINI IBEX-35;CALL;Abr-26 w0 18.300;;4;-;30/04/26
MINI IBEX-35;CALL;Abr-26 w0 18.350;;1;-;30/04/26
MINI IBEX-35;CALL;Abr-26 w0 18.500;;1;-;30/04/26
MINI IBEX-35;CALL;May-26 w2 16.200;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 16.300;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 16.400;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 16.500;;-;3;30/04/26
MINI IBEX-35;CALL;May-26 w2 16.600;;1;4;30/04/26
MINI IBEX-35;CALL;May-26 w2 16.650;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 16.700;;-;2;30/04/26
MINI IBEX-35;CALL;May-26 w2 16.900;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.000;;1;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.100;;-;2;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.200;;2;2;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.250;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.300;;1;3;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.350;;-;2;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.400;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.500;;1;7;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.600;;2;3;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.625;;1;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.650;;3;3;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.700;;-;2;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.750;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.800;;2;2;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.850;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.900;;1;1;30/04/26
MINI IBEX-35;CALL;May-26 w2 17.950;;1;3;30/04/26
MINI IBEX-35;CALL;May-26 w2 18.225;;2;2;30/04/26
MINI IBEX-35;CALL;May-26 w2 18.250;;5;5;30/04/26
MINI IBEX-35;CALL;May-26;14.100;-;11;30/04/26
MINI IBEX-35;CALL;May-26;14.300;-;1;30/04/26
MINI IBEX-35;CALL;May-26;14.400;-;2;30/04/26
MINI IBEX-35;CALL;May-26;14.500;-;240;30/04/26
MINI IBEX-35;CALL;May-26;14.600;-;1;30/04/26
MINI IBEX-35;CALL;May-26;14.700;-;2;30/04/26
MINI IBEX-35;CALL;May-26;14.800;-;10;30/04/26
MINI IBEX-35;CALL;May-26;15.500;-;459;30/04/26
MINI IBEX-35;CALL;May-26;15.600;-;5;30/04/26
MINI IBEX-35;CALL;May-26;15.650;-;3;30/04/26
MINI IBEX-35;CALL;May-26;15.700;-;12;30/04/26
MINI IBEX-35;CALL;May-26;15.750;-;6;30/04/26
MINI IBEX-35;CALL;May-26;15.800;-;5;30/04/26
MINI IBEX-35;CALL;May-26;15.850;-;1;30/04/26
MINI IBEX-35;CALL;May-26;15.900;-;21;30/04/26
MINI IBEX-35;CALL;May-26;16.000;-;9;30/04/26
MINI IBEX-35;CALL;May-26;16.050;-;1;30/04/26
MINI IBEX-35;CALL;May-26;16.100;-;14;30/04/26
MINI IBEX-35;CALL;May-26;16.150;-;1;30/04/26
MINI IBEX-35;CALL;May-26;16.200;-;12;30/04/26
MINI IBEX-35;CALL;May-26;16.300;-;7;30/04/26
MINI IBEX-35;CALL;May-26;16.350;-;78;30/04/26
MINI IBEX-35;CALL;May-26;16.400;-;104;30/04/26
MINI IBEX-35;CALL;May-26;16.450;-;2;30/04/26
MINI IBEX-35;CALL;May-26;16.500;1;115;30/04/26
MINI IBEX-35;CALL;May-26;16.550;-;4;30/04/26
MINI IBEX-35;CALL;May-26;16.600;-;9;30/04/26
MINI IBEX-35;CALL;May-26;16.650;-;5;30/04/26
MINI IBEX-35;CALL;May-26;16.700;-;101;30/04/26
MINI IBEX-35;CALL;May-26;16.750;2;15;30/04/26
MINI IBEX-35;CALL;May-26;16.800;-;1;30/04/26
MINI IBEX-35;CALL;May-26;16.850;-;9;30/04/26
MINI IBEX-35;CALL;May-26;16.900;2;20;30/04/26
MINI IBEX-35;CALL;May-26;16.950;1;-;30/04/26
MINI IBEX-35;CALL;May-26;17.000;360;55;30/04/26
MINI IBEX-35;CALL;May-26;17.100;1;12;30/04/26
MINI IBEX-35;CALL;May-26;17.200;-;3;30/04/26
MINI IBEX-35;CALL;May-26;17.250;-;1;30/04/26
MINI IBEX-35;CALL;May-26;17.300;2;5;30/04/26
MINI IBEX-35;CALL;May-26;17.350;-;1;30/04/26
MINI IBEX-35;CALL;May-26;17.400;-;4;30/04/26
MINI IBEX-35;CALL;May-26;17.450;3;12;30/04/26
MINI IBEX-35;CALL;May-26;17.500;4;106;30/04/26
MINI IBEX-35;CALL;May-26;17.550;-;104;30/04/26
MINI IBEX-35;CALL;May-26;17.600;-;103;30/04/26
MINI IBEX-35;CALL;May-26;17.650;-;101;30/04/26
MINI IBEX-35;CALL;May-26;17.700;1;9;30/04/26
MINI IBEX-35;CALL;May-26;17.750;-;1;30/04/26
MINI IBEX-35;CALL;May-26;17.800;-;13;30/04/26
MINI IBEX-35;CALL;May-26;17.850;-;18;30/04/26
MINI IBEX-35;CALL;May-26;17.900;-;12;30/04/26
MINI IBEX-35;CALL;May-26;17.950;-;2;30/04/26
MINI IBEX-35;CALL;May-26;18.000;1;16;30/04/26
MINI IBEX-35;CALL;May-26;18.050;-;2;30/04/26
MINI IBEX-35;CALL;May-26;18.100;-;9;30/04/26
MINI IBEX-35;CALL;May-26;18.150;-;3;30/04/26
MINI IBEX-35;CALL;May-26;18.200;-;10.002;30/04/26
MINI IBEX-35;CALL;May-26;18.250;-;1;30/04/26
MINI IBEX-35;CALL;May-26;18.300;-;2;30/04/26
MINI IBEX-35;CALL;May-26;18.350;-;11;30/04/26
MINI IBEX-35;CALL;May-26;18.400;-;1;30/04/26
MINI IBEX-35;CALL;May-26;18.500;-;12;30/04/26
MINI IBEX-35;CALL;May-26;18.600;-;1;30/04/26
MINI IBEX-35;CALL;May-26;18.700;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w4 16.900;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w4 17.100;;-;1;30/04/26
MINI IBEX-35;CALL;May-26 w4 17.200;;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;7.700;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;8.000;-;300;30/04/26
MINI IBEX-35;CALL;Jun-26;9.500;-;350;30/04/26
MINI IBEX-35;CALL;Jun-26;9.900;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;10.200;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;10.900;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;11.300;-;32;30/04/26
MINI IBEX-35;CALL;Jun-26;11.400;-;32;30/04/26
MINI IBEX-35;CALL;Jun-26;11.500;-;32;30/04/26
MINI IBEX-35;CALL;Jun-26;11.600;-;32;30/04/26
MINI IBEX-35;CALL;Jun-26;12.000;-;2;30/04/26
MINI IBEX-35;CALL;Jun-26;12.100;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;12.200;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;12.300;-;2;30/04/26
MINI IBEX-35;CALL;Jun-26;12.400;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;12.500;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;12.600;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;12.700;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;13.000;-;8;30/04/26
MINI IBEX-35;CALL;Jun-26;13.100;-;2;30/04/26
MINI IBEX-35;CALL;Jun-26;13.200;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;13.300;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;13.400;-;3;30/04/26
MINI IBEX-35;CALL;Jun-26;13.500;-;6;30/04/26
MINI IBEX-35;CALL;Jun-26;13.800;-;9;30/04/26
MINI IBEX-35;CALL;Jun-26;14.000;-;18;30/04/26
MINI IBEX-35;CALL;Jun-26;14.100;-;13;30/04/26
MINI IBEX-35;CALL;Jun-26;14.200;-;3;30/04/26
MINI IBEX-35;CALL;Jun-26;14.300;-;6;30/04/26
MINI IBEX-35;CALL;Jun-26;14.400;-;5;30/04/26
MINI IBEX-35;CALL;Jun-26;14.500;-;7;30/04/26
MINI IBEX-35;CALL;Jun-26;14.600;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;14.700;-;7;30/04/26
MINI IBEX-35;CALL;Jun-26;14.800;1;3;30/04/26
MINI IBEX-35;CALL;Jun-26;14.900;-;22;30/04/26
MINI IBEX-35;CALL;Jun-26;15.000;-;124;30/04/26
MINI IBEX-35;CALL;Jun-26;15.100;-;4;30/04/26
MINI IBEX-35;CALL;Jun-26;15.200;-;2;30/04/26
MINI IBEX-35;CALL;Jun-26;15.300;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;15.400;-;2;30/04/26
MINI IBEX-35;CALL;Jun-26;15.450;-;3;30/04/26
MINI IBEX-35;CALL;Jun-26;15.500;-;52;30/04/26
MINI IBEX-35;CALL;Jun-26;15.550;-;3;30/04/26
MINI IBEX-35;CALL;Jun-26;15.600;-;39;30/04/26
MINI IBEX-35;CALL;Jun-26;15.650;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;15.700;-;5;30/04/26
MINI IBEX-35;CALL;Jun-26;15.800;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;15.850;-;2;30/04/26
MINI IBEX-35;CALL;Jun-26;15.900;-;3;30/04/26
MINI IBEX-35;CALL;Jun-26;16.000;-;121;30/04/26
MINI IBEX-35;CALL;Jun-26;16.100;-;17;30/04/26
MINI IBEX-35;CALL;Jun-26;16.200;-;5;30/04/26
MINI IBEX-35;CALL;Jun-26;16.300;1;4;30/04/26
MINI IBEX-35;CALL;Jun-26;16.350;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;16.400;-;3;30/04/26
MINI IBEX-35;CALL;Jun-26;16.500;-;4;30/04/26
MINI IBEX-35;CALL;Jun-26;16.600;-;70;30/04/26
MINI IBEX-35;CALL;Jun-26;16.700;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;16.750;-;1;30/04/26
MINI IBEX-35;CALL;Jun-26;16.800;-;24;30/04/26
MINI IBEX-35;CALL;Jun-26;16.900;-;20;30/04/26
MINI IBEX-35;CALL;Jun-26;17.000;1;296;30/04/26
MINI IBEX-35;CALL;Jun-26;17.100;-;5;30/04/26
MINI IBEX-35;CALL;Jun-26;17.200;17;69;30/04/26
MINI IBEX-35;CALL;Jun-26;17.300;2;103;30/04/26
MINI IBEX-35;CALL;Jun-26;17.350;-;180;30/04/26
MINI IBEX-35;CALL;Jun-26;17.400;-;103;30/04/26
MINI IBEX-35;CALL;Jun-26;17.500;1;7;30/04/26
MINI IBEX-35;CALL;Jun-26;17.550;-;100;30/04/26
MINI IBEX-35;CALL;Jun-26;17.600;-;207;30/04/26
MINI IBEX-35;CALL;Jun-26;17.650;1;103;30/04/26
MINI IBEX-35;CALL;Jun-26;17.700;-;2;30/04/26
MINI IBEX-35;CALL;Jun-26;17.800;-;102;30/04/26
MINI IBEX-35;CALL;Jun-26;17.850;-;100;30/04/26
MINI IBEX-35;CALL;Jun-26;17.900;-;103;30/04/26
MINI IBEX-35;CALL;Jun-26;17.950;1;1;30/04/26
MINI IBEX-35;CALL;Jun-26;18.000;-;9;30/04/26
MINI IBEX-35;CALL;Jun-26;18.100;-;2;30/04/26
MINI IBEX-35;CALL;Jun-26;18.200;-;3;30/04/26
MINI IBEX-35;CALL;Jun-26;18.300;-;100;30/04/26
MINI IBEX-35;CALL;Jun-26;18.400;-;100;30/04/26
MINI IBEX-35;CALL;Jun-26;18.500;1;100;30/04/26
MINI IBEX-35;CALL;Jul-26;15.000;-;3;30/04/26
MINI IBEX-35;CALL;Jul-26;15.500;1;1;30/04/26
MINI IBEX-35;CALL;Jul-26;15.600;-;1;30/04/26
MINI IBEX-35;CALL;Jul-26;16.000;1;1;30/04/26
MINI IBEX-35;CALL;Jul-26;16.700;1;1;30/04/26
MINI IBEX-35;CALL;Sep-26;13.000;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;13.100;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;13.500;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;13.600;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;13.700;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;13.900;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;14.000;-;7;30/04/26
MINI IBEX-35;CALL;Sep-26;14.100;1;2;30/04/26
MINI IBEX-35;CALL;Sep-26;14.200;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;14.300;-;3;30/04/26
MINI IBEX-35;CALL;Sep-26;14.400;1;1;30/04/26
MINI IBEX-35;CALL;Sep-26;14.500;-;4;30/04/26
MINI IBEX-35;CALL;Sep-26;14.600;-;5;30/04/26
MINI IBEX-35;CALL;Sep-26;14.700;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;15.000;-;11;30/04/26
MINI IBEX-35;CALL;Sep-26;15.200;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;15.400;-;5;30/04/26
MINI IBEX-35;CALL;Sep-26;15.500;-;27;30/04/26
MINI IBEX-35;CALL;Sep-26;15.600;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;15.700;-;4;30/04/26
MINI IBEX-35;CALL;Sep-26;15.900;-;7;30/04/26
MINI IBEX-35;CALL;Sep-26;16.000;-;6;30/04/26
MINI IBEX-35;CALL;Sep-26;16.100;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;16.200;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;16.300;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;16.400;-;3;30/04/26
MINI IBEX-35;CALL;Sep-26;16.500;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;16.700;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;17.000;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;17.200;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;17.400;-;3;30/04/26
MINI IBEX-35;CALL;Sep-26;17.500;-;1;30/04/26
MINI IBEX-35;CALL;Sep-26;17.600;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;17.700;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;17.800;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;18.000;1;3;30/04/26
MINI IBEX-35;CALL;Sep-26;18.100;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;18.200;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;18.300;-;2;30/04/26
MINI IBEX-35;CALL;Sep-26;18.400;-;3;30/04/26
MINI IBEX-35;CALL;Sep-26;19.400;-;14;30/04/26
MINI IBEX-35;CALL;Dic-26;8.600;-;1.250;30/04/26
MINI IBEX-35;CALL;Dic-26;10.900;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;11.300;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;11.500;-;2;30/04/26
MINI IBEX-35;CALL;Dic-26;12.200;-;2;30/04/26
MINI IBEX-35;CALL;Dic-26;12.300;-;5;30/04/26
MINI IBEX-35;CALL;Dic-26;12.400;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;12.500;-;8;30/04/26
MINI IBEX-35;CALL;Dic-26;12.600;-;6;30/04/26
MINI IBEX-35;CALL;Dic-26;12.900;-;7;30/04/26
MINI IBEX-35;CALL;Dic-26;13.000;-;7;30/04/26
MINI IBEX-35;CALL;Dic-26;13.100;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;13.200;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;13.500;-;504;30/04/26
MINI IBEX-35;CALL;Dic-26;13.600;1;4;30/04/26
MINI IBEX-35;CALL;Dic-26;13.700;-;2;30/04/26
MINI IBEX-35;CALL;Dic-26;14.000;-;1.023;30/04/26
MINI IBEX-35;CALL;Dic-26;14.200;-;3;30/04/26
MINI IBEX-35;CALL;Dic-26;14.300;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;14.500;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;14.800;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;14.900;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;15.000;-;2;30/04/26
MINI IBEX-35;CALL;Dic-26;15.500;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;15.600;-;32;30/04/26
MINI IBEX-35;CALL;Dic-26;15.700;-;2;30/04/26
MINI IBEX-35;CALL;Dic-26;15.800;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;16.000;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;16.300;-;10;30/04/26
MINI IBEX-35;CALL;Dic-26;16.400;-;6.000;30/04/26
MINI IBEX-35;CALL;Dic-26;16.500;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;16.600;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;16.700;-;1.505;30/04/26
MINI IBEX-35;CALL;Dic-26;16.800;-;4;30/04/26
MINI IBEX-35;CALL;Dic-26;16.900;-;4;30/04/26
MINI IBEX-35;CALL;Dic-26;17.000;-;9;30/04/26
MINI IBEX-35;CALL;Dic-26;17.100;-;5;30/04/26
MINI IBEX-35;CALL;Dic-26;17.200;-;5;30/04/26
MINI IBEX-35;CALL;Dic-26;17.300;-;4;30/04/26
MINI IBEX-35;CALL;Dic-26;17.400;-;6;30/04/26
MINI IBEX-35;CALL;Dic-26;17.500;-;1.000;30/04/26
MINI IBEX-35;CALL;Dic-26;17.600;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;17.700;-;5.011;30/04/26
MINI IBEX-35;CALL;Dic-26;17.800;-;5;30/04/26
MINI IBEX-35;CALL;Dic-26;17.900;-;5.001;30/04/26
MINI IBEX-35;CALL;Dic-26;18.000;-;4;30/04/26
MINI IBEX-35;CALL;Dic-26;18.100;-;2;30/04/26
MINI IBEX-35;CALL;Dic-26;18.200;-;7;30/04/26
MINI IBEX-35;CALL;Dic-26;18.500;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;18.800;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;19.100;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;19.400;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;19.700;-;1;30/04/26
MINI IBEX-35;CALL;Dic-26;20.000;-;1;30/04/26
MINI IBEX-35;CALL;Mar-27;13.000;-;2;30/04/26
MINI IBEX-35;CALL;Mar-27;13.800;-;32;30/04/26
MINI IBEX-35;CALL;Mar-27;16.500;-;1;30/04/26
MINI IBEX-35;CALL;Mar-27;17.500;-;20;30/04/26
MINI IBEX-35;CALL;Mar-27;18.000;-;750;30/04/26
MINI IBEX-35;CALL;Mar-27;21.600;-;1;30/04/26
MINI IBEX-35;CALL;Jun-27;13.000;-;2;30/04/26
MINI IBEX-35;CALL;Sep-27;12.100;-;32;30/04/26
MINI IBEX-35;CALL;Sep-27;12.200;-;32;30/04/26
MINI IBEX-35;CALL;Sep-27;12.300;-;32;30/04/26
MINI IBEX-35;CALL;Sep-27;12.400;-;32;30/04/26
MINI IBEX-35;CALL;Sep-27;14.200;-;32;30/04/26
MINI IBEX-35;CALL;Dic-27;13.400;-;250;30/04/26
MINI IBEX-35;CALL;Dic-27;14.700;-;1;30/04/26
MINI IBEX-35;CALL;Dic-27;15.400;-;32;30/04/26
MINI IBEX-35;CALL;Dic-27;15.700;-;32;30/04/26
MINI IBEX-35;CALL;Dic-27;15.800;-;32;30/04/26
MINI IBEX-35;CALL;Dic-28;16.800;-;1.800;30/04/26
ACCIONA;CALL;May-26;190,00;-;1;30/04/26
ACCIONA;CALL;May-26;195,00;-;1;30/04/26
ACCIONA;CALL;May-26;210,00;-;1;30/04/26
ACCIONA;CALL;May-26;220,00;-;1;30/04/26
ACCIONA;CALL;May-26;240,00;-;1;30/04/26
ACCIONA;CALL;Jun-26;120,00;-;1;30/04/26
ACCIONA;CALL;Jun-26;220,00;-;1;30/04/26
ACCIONA;CALL;Sep-26;120,00;-;1;30/04/26
ACCIONA;CALL;Sep-26;170,00;-;1;30/04/26
ACCIONA;CALL;Sep-26;200,00;-;10;30/04/26
ACCIONA;CALL;Dic-26;175,00;-;2;30/04/26
ACCIONA;CALL;Dic-26;210,00;-;2;30/04/26
ACCIONA ENERGIA;CALL;Jun-26;19,00;-;1;30/04/26
ACCIONA ENERGIA;CALL;Jun-26;21,00;-;1;30/04/26
ACCIONA ENERGIA;CALL;Sep-26;20,00;-;3;30/04/26
ACCIONA ENERGIA;CALL;Dic-26;18,00;-;2;30/04/26
ACCIONA ENERGIA;CALL;Dic-26;19,00;-;3;30/04/26
ACCIONA ENERGIA;CALL;Dic-26;21,00;-;15;30/04/26
ACERINOX;CALL;May-26;10,50;-;2;30/04/26
ACERINOX;CALL;May-26;11,00;-;5;30/04/26
ACERINOX;CALL;May-26;12,00;-;6;30/04/26
ACERINOX;CALL;May-26;12,50;-;10;30/04/26
ACERINOX;CALL;May-26;13,00;2;30;30/04/26
ACERINOX;CALL;May-26;13,50;-;2;30/04/26
ACERINOX;CALL;Jun-26;8,50;-;20;30/04/26
ACERINOX;CALL;Jun-26;9,25;-;20;30/04/26
ACERINOX;CALL;Jun-26;9,50;-;1;30/04/26
ACERINOX;CALL;Jun-26;10,00;-;61;30/04/26
ACERINOX;CALL;Jun-26;10,50;-;9;30/04/26
ACERINOX;CALL;Jun-26;11,50;-;37;30/04/26
ACERINOX;CALL;Jun-26;12,00;-;16;30/04/26
ACERINOX;CALL;Jun-26;12,50;-;202;30/04/26
ACERINOX;CALL;Jun-26;13,00;-;521;30/04/26
ACERINOX;CALL;Jun-26;13,50;-;10;30/04/26
ACERINOX;CALL;Jun-26;14,00;-;12;30/04/26
ACERINOX;CALL;Sep-26;9,00;-;23;30/04/26
ACERINOX;CALL;Sep-26;9,50;-;43;30/04/26
ACERINOX;CALL;Sep-26;9,75;-;1;30/04/26
ACERINOX;CALL;Sep-26;10,00;-;10;30/04/26
ACERINOX;CALL;Sep-26;10,50;-;40;30/04/26
ACERINOX;CALL;Sep-26;11,00;-;150;30/04/26
ACERINOX;CALL;Sep-26;13,00;-;11;30/04/26
ACERINOX;CALL;Sep-26;14,00;-;10;30/04/26
ACERINOX;CALL;Sep-26;15,00;-;2;30/04/26
ACERINOX;CALL;Dic-26;9,50;-;1;30/04/26
ACERINOX;CALL;Dic-26;9,75;-;1;30/04/26
ACERINOX;CALL;Dic-26;10,00;-;97;30/04/26
ACERINOX;CALL;Dic-26;10,50;-;35;30/04/26
ACERINOX;CALL;Dic-26;11,00;10;51;30/04/26
ACERINOX;CALL;Dic-26;11,50;-;25;30/04/26
ACERINOX;CALL;Dic-26;12,00;-;25;30/04/26
ACERINOX;CALL;Dic-26;12,50;-;100;30/04/26
ACERINOX;CALL;Mar-27;8,00;-;2;30/04/26
ACERINOX;CALL;Mar-27;10,00;-;175;30/04/26
ACERINOX;CALL;Mar-27;10,50;-;50;30/04/26
ACERINOX;CALL;Mar-27;11,00;-;55;30/04/26
ACERINOX;CALL;Mar-27;11,50;-;1;30/04/26
ACERINOX;CALL;Jun-27;8,75;-;1;30/04/26
ACERINOX;CALL;Jun-27;10,00;-;243;30/04/26
ACERINOX;CALL;Sep-27;12,00;-;207;30/04/26
ACERINOX;CALL;Dic-27;12,00;-;150;30/04/26
ACERINOX;CALL;Mar-28;12,00;-;208;30/04/26
ACS;CALL;May-26;90,00;-;3;30/04/26
ACS;CALL;May-26;96,00;-;1;30/04/26
ACS;CALL;May-26;98,00;-;50;30/04/26
ACS;CALL;May-26;100,00;-;10;30/04/26
ACS;CALL;May-26;110,00;-;3;30/04/26
ACS;CALL;May-26;115,00;-;474;30/04/26
ACS;CALL;May-26;120,00;-;30;30/04/26
ACS;CALL;May-26;125,00;-;60;30/04/26
ACS;CALL;Jun-26;30,00;-;25;30/04/26
ACS;CALL;Jun-26;31,00;-;25;30/04/26
ACS;CALL;Jun-26;34,00;-;10;30/04/26
ACS;CALL;Jun-26;41,00;-;25;30/04/26
ACS;CALL;Jun-26;42,00;-;25;30/04/26
ACS;CALL;Jun-26;43,00;-;25;30/04/26
ACS;CALL;Jun-26;44,00;-;25;30/04/26
ACS;CALL;Jun-26;45,00;-;26;30/04/26
ACS;CALL;Jun-26;49,00;-;50;30/04/26
ACS;CALL;Jun-26;50,00;-;51;30/04/26
ACS;CALL;Jun-26;52,00;-;50;30/04/26
ACS;CALL;Jun-26;54,00;-;50;30/04/26
ACS;CALL;Jun-26;56,00;-;51;30/04/26
ACS;CALL;Jun-26;60,00;-;50;30/04/26
ACS;CALL;Jun-26;62,00;-;25;30/04/26
ACS;CALL;Jun-26;66,00;-;35;30/04/26
