=================================================================================================
  MEFF - TOP 10 VOLUMEN CONTRATOS  |  Boletin: 08/09/26
=================================================================================================

FECHA_BOLETIN  ACCION        TIPO  FECHA_VENCIMIENTO  STRIKE  VOLUMEN_CONTRATOS  POSICION_ABIERTA
-------------  ------------  ----  -----------------  ------  -----------------  ----------------
08/09/26       FERROVIAL     CALL  Dic-26             50,00   4.000              4.000           
08/09/26       FERROVIAL     CALL  Dic-28             50,00   3.000              3.000           
08/09/26       REPSOL        PUT   Nov-26             24,00   550                567             
08/09/26       B.SABADELL    PUT   Dic-26             2,48    410                411             
08/09/26       REPSOL        PUT   Mar-27             20,50   150                150             
08/09/26       IAG           CALL  Mar-27             5,50    150                275             
08/09/26       REPSOL        PUT   Mar-27             20,00   150                300             
08/09/26       REPSOL        PUT   Mar-27             19,00   150                250             
08/09/26       SANTANDER     PUT   Nov-26             11,50   150                151             
08/09/26       MINI IBEX-35  PUT   Sep-26             20.000  107                110             
-------------  ------------  ----  -----------------  ------  -----------------  ----------------
Generado: 09/09/2026 07:56
