fecha_boletin;accion;tipo;fecha_vencimiento;strike;spot;volatilidad_cierre;delta_cierre;volumen_contratos;posicion_abierta
06/07/26;MINI IBEX-35;CALL;Jul-26;17.000;19683.8;25,05;1,00;;1
06/07/26;MINI IBEX-35;CALL;Jul-26;17.300;19683.8;23,80;1,00;;100
06/07/26;MINI IBEX-35;CALL;Jul-26;17.500;19683.8;22,97;1,00;;1
06/07/26;MINI IBEX-35;CALL;Jul-26;17.600;19683.8;22,56;1,00;;100
06/07/26;MINI IBEX-35;CALL;Jul-26;17.850;19683.8;21,52;0,99;;100
06/07/26;MINI IBEX-35;CALL;Jul-26;17.900;19683.8;21,31;0,99;;2
06/07/26;MINI IBEX-35;CALL;Jul-26;18.000;19683.8;20,90;0,99;1;18
06/07/26;MINI IBEX-35;CALL;Jul-26;18.050;19683.8;20,69;0,99;;1
06/07/26;MINI IBEX-35;CALL;Jul-26;18.100;19683.8;20,48;0,99;;105
06/07/26;MINI IBEX-35;CALL;Jul-26;18.150;19683.8;20,28;0,99;;106
06/07/26;MINI IBEX-35;CALL;Jul-26;18.200;19683.8;20,07;0,99;;4
06/07/26;MINI IBEX-35;CALL;Jul-26;18.250;19683.8;19,86;0,99;;3
06/07/26;MINI IBEX-35;CALL;Jul-26;18.300;19683.8;19,65;0,98;;3
06/07/26;MINI IBEX-35;CALL;Jul-26;18.350;19683.8;19,45;0,98;;2
06/07/26;MINI IBEX-35;CALL;Jul-26;18.400;19683.8;19,24;0,98;;3
06/07/26;MINI IBEX-35;CALL;Jul-26;18.450;19683.8;19,03;0,97;;4
06/07/26;MINI IBEX-35;CALL;Jul-26;18.500;19683.8;18,82;0,97;;34
06/07/26;MINI IBEX-35;CALL;Jul-26;18.550;19683.8;18,62;0,97;;10
06/07/26;MINI IBEX-35;CALL;Jul-26;18.600;19683.8;18,41;0,96;;6
06/07/26;MINI IBEX-35;CALL;Jul-26;18.700;19683.8;17,99;0,95;;1
06/07/26;MINI IBEX-35;CALL;Jul-26;18.800;19683.8;17,58;0,93;;24
06/07/26;MINI IBEX-35;CALL;Jul-26;18.850;19683.8;17,37;0,93;;11
06/07/26;MINI IBEX-35;CALL;Jul-26;18.900;19683.8;17,16;0,91;;9
06/07/26;MINI IBEX-35;CALL;Jul-26;18.950;19683.8;16,96;0,90;;1
06/07/26;MINI IBEX-35;CALL;Jul-26;19.000;19683.8;16,75;0,89;;26
06/07/26;MINI IBEX-35;CALL;Jul-26;19.050;19683.8;16,54;0,87;;2
06/07/26;MINI IBEX-35;CALL;Jul-26;19.100;19683.8;16,34;0,86;;8
06/07/26;MINI IBEX-35;CALL;Jul-26;19.200;19683.8;15,92;0,82;;17
06/07/26;MINI IBEX-35;CALL;Jul-26;19.250;19683.8;15,71;0,80;;107
06/07/26;MINI IBEX-35;CALL;Jul-26;19.300;19683.8;15,51;0,77;;11
06/07/26;MINI IBEX-35;CALL;Jul-26;19.350;19683.8;15,30;0,74;;2
06/07/26;MINI IBEX-35;CALL;Jul-26;19.400;19683.8;15,09;0,72;1;18
06/07/26;MINI IBEX-35;CALL;Jul-26;19.450;19683.8;14,88;0,68;;5
06/07/26;MINI IBEX-35;CALL;Jul-26;19.500;19683.8;14,68;0,65;1;38
06/07/26;MINI IBEX-35;CALL;Jul-26;19.550;19683.8;14,47;0,61;;6
06/07/26;MINI IBEX-35;CALL;Jul-26;19.600;19683.8;14,26;0,58;1;14
06/07/26;MINI IBEX-35;CALL;Jul-26;19.650;19683.8;14,05;0,54;;1
06/07/26;MINI IBEX-35;CALL;Jul-26;19.700;19683.8;13,88;0,49;1;15
06/07/26;MINI IBEX-35;CALL;Jul-26;19.750;19683.8;13,78;0,45;1;16
06/07/26;MINI IBEX-35;CALL;Jul-26;19.800;19683.8;13,69;0,41;1;18
06/07/26;MINI IBEX-35;CALL;Jul-26;19.850;19683.8;13,60;0,37;;6
06/07/26;MINI IBEX-35;CALL;Jul-26;19.900;19683.8;13,51;0,33;2;35
06/07/26;MINI IBEX-35;CALL;Jul-26;19.950;19683.8;13,42;0,29;;12
06/07/26;MINI IBEX-35;CALL;Jul-26;20.000;19683.8;13,33;0,25;14;65
06/07/26;MINI IBEX-35;CALL;Jul-26;20.050;19683.8;13,24;0,22;1;1
06/07/26;MINI IBEX-35;CALL;Jul-26;20.100;19683.8;13,14;0,19;;5
06/07/26;MINI IBEX-35;CALL;Jul-26;20.200;19683.8;12,96;0,13;2;6
06/07/26;MINI IBEX-35;CALL;Jul-26;20.300;19683.8;12,78;0,09;1;2
06/07/26;MINI IBEX-35;CALL;Jul-26;20.400;19683.8;12,60;0,05;2;4
06/07/26;MINI IBEX-35;CALL;Ago-26;16.500;19683.8;26,04;0,97;;4
06/07/26;MINI IBEX-35;CALL;Ago-26;17.000;19683.8;24,28;0,96;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;17.500;19683.8;22,53;0,93;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;17.700;19683.8;21,82;0,92;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;18.050;19683.8;20,59;0,89;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;18.150;19683.8;20,24;0,88;;4
06/07/26;MINI IBEX-35;CALL;Ago-26;18.200;19683.8;20,07;0,87;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;18.300;19683.8;19,72;0,86;;2
06/07/26;MINI IBEX-35;CALL;Ago-26;18.350;19683.8;19,54;0,86;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;18.400;19683.8;19,36;0,85;;3
06/07/26;MINI IBEX-35;CALL;Ago-26;18.450;19683.8;19,19;0,84;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;18.500;19683.8;19,01;0,83;;6
06/07/26;MINI IBEX-35;CALL;Ago-26;18.600;19683.8;18,66;0,82;;3
06/07/26;MINI IBEX-35;CALL;Ago-26;18.800;19683.8;17,96;0,78;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;18.900;19683.8;17,61;0,76;2;3
06/07/26;MINI IBEX-35;CALL;Ago-26;19.000;19683.8;17,26;0,74;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.100;19683.8;16,90;0,71;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.150;19683.8;16,73;0,70;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.200;19683.8;16,55;0,69;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.300;19683.8;16,20;0,66;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.350;19683.8;16,03;0,64;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.400;19683.8;15,85;0,63;;3
06/07/26;MINI IBEX-35;CALL;Ago-26;19.450;19683.8;15,67;0,61;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.500;19683.8;15,50;0,59;;5
06/07/26;MINI IBEX-35;CALL;Ago-26;19.600;19683.8;15,15;0,56;;41
06/07/26;MINI IBEX-35;CALL;Ago-26;19.650;19683.8;14,97;0,54;1;2
06/07/26;MINI IBEX-35;CALL;Ago-26;19.800;19683.8;14,58;0,48;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.850;19683.8;14,51;0,46;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;19.900;19683.8;14,43;0,44;;2
06/07/26;MINI IBEX-35;CALL;Ago-26;20.000;19683.8;14,28;0,40;;6
06/07/26;MINI IBEX-35;CALL;Ago-26;20.100;19683.8;14,13;0,36;;1
06/07/26;MINI IBEX-35;CALL;Ago-26;20.200;19683.8;13,98;0,33;1;3
06/07/26;MINI IBEX-35;CALL;Ago-26;20.300;19683.8;13,82;0,29;;6
06/07/26;MINI IBEX-35;CALL;Ago-26;20.500;19683.8;13,52;0,22;;2
06/07/26;MINI IBEX-35;CALL;Sep-26;7.500;19683.8;51,88;1,00;;3
06/07/26;MINI IBEX-35;CALL;Sep-26;12.200;19683.8;37,83;0,99;;32
06/07/26;MINI IBEX-35;CALL;Sep-26;14.000;19683.8;32,45;0,99;;5
06/07/26;MINI IBEX-35;CALL;Sep-26;15.000;19683.8;29,46;0,98;;2
06/07/26;MINI IBEX-35;CALL;Sep-26;15.500;19683.8;27,97;0,97;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;16.000;19683.8;26,47;0,96;5.500;5.500
06/07/26;MINI IBEX-35;CALL;Sep-26;16.400;19683.8;25,28;0,95;;3
06/07/26;MINI IBEX-35;CALL;Sep-26;16.500;19683.8;24,98;0,95;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;17.000;19683.8;23,48;0,92;;3
06/07/26;MINI IBEX-35;CALL;Sep-26;17.200;19683.8;22,89;0,91;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;17.300;19683.8;22,59;0,91;;5
06/07/26;MINI IBEX-35;CALL;Sep-26;17.400;19683.8;22,29;0,90;;3
06/07/26;MINI IBEX-35;CALL;Sep-26;17.500;19683.8;21,99;0,89;;7
06/07/26;MINI IBEX-35;CALL;Sep-26;17.600;19683.8;21,69;0,88;;2
06/07/26;MINI IBEX-35;CALL;Sep-26;18.000;19683.8;20,50;0,85;;103
06/07/26;MINI IBEX-35;CALL;Sep-26;18.100;19683.8;20,20;0,84;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;18.200;19683.8;19,90;0,82;;6
06/07/26;MINI IBEX-35;CALL;Sep-26;18.300;19683.8;19,60;0,81;;3
06/07/26;MINI IBEX-35;CALL;Sep-26;18.400;19683.8;19,30;0,80;;2
06/07/26;MINI IBEX-35;CALL;Sep-26;18.500;19683.8;19,00;0,78;;18
06/07/26;MINI IBEX-35;CALL;Sep-26;18.600;19683.8;18,70;0,77;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;18.700;19683.8;18,40;0,75;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;18.900;19683.8;17,81;0,72;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;19.000;19683.8;17,51;0,70;;8
06/07/26;MINI IBEX-35;CALL;Sep-26;19.100;19683.8;17,21;0,68;;15
06/07/26;MINI IBEX-35;CALL;Sep-26;19.200;19683.8;16,91;0,65;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;19.400;19683.8;16,31;0,60;;7
06/07/26;MINI IBEX-35;CALL;Sep-26;19.500;19683.8;16,01;0,58;;19
06/07/26;MINI IBEX-35;CALL;Sep-26;19.750;19683.8;15,28;0,51;;2
06/07/26;MINI IBEX-35;CALL;Sep-26;19.800;19683.8;15,21;0,49;;4
06/07/26;MINI IBEX-35;CALL;Sep-26;19.900;19683.8;15,08;0,47;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;20.000;19683.8;14,95;0,44;4;13
06/07/26;MINI IBEX-35;CALL;Sep-26;20.100;19683.8;14,82;0,41;;2
06/07/26;MINI IBEX-35;CALL;Sep-26;20.200;19683.8;14,69;0,38;1;1
06/07/26;MINI IBEX-35;CALL;Sep-26;20.300;19683.8;14,56;0,35;;18
06/07/26;MINI IBEX-35;CALL;Sep-26;20.400;19683.8;14,43;0,32;;2
06/07/26;MINI IBEX-35;CALL;Sep-26;20.600;19683.8;14,17;0,26;;1
06/07/26;MINI IBEX-35;CALL;Sep-26;20.700;19683.8;14,04;0,24;;80
06/07/26;MINI IBEX-35;CALL;Sep-26;21.000;19683.8;13,65;0,17;;2
06/07/26;MINI IBEX-35;CALL;Sep-26;21.200;19683.8;13,39;0,13;;10
06/07/26;MINI IBEX-35;CALL;Sep-26;21.300;19683.8;13,26;0,11;;5
06/07/26;MINI IBEX-35;CALL;Sep-26;24.000;19683.8;9,75;;5.500;5.500
06/07/26;MINI IBEX-35;CALL;Dic-26;8.300;19683.8;44,86;0,99;;655
06/07/26;MINI IBEX-35;CALL;Dic-26;8.600;19683.8;44,12;0,99;;1.250
06/07/26;MINI IBEX-35;CALL;Dic-26;10.500;19683.8;39,43;0,98;;30
06/07/26;MINI IBEX-35;CALL;Dic-26;12.000;19683.8;35,73;0,97;;12
06/07/26;MINI IBEX-35;CALL;Dic-26;12.200;19683.8;35,23;0,97;;32
06/07/26;MINI IBEX-35;CALL;Dic-26;13.000;19683.8;33,26;0,96;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;14.800;19683.8;28,82;0,93;;32
06/07/26;MINI IBEX-35;CALL;Dic-26;15.300;19683.8;27,58;0,92;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;16.000;19683.8;25,85;0,89;;10
06/07/26;MINI IBEX-35;CALL;Dic-26;16.400;19683.8;24,86;0,87;;6.000
06/07/26;MINI IBEX-35;CALL;Dic-26;16.700;19683.8;24,12;0,85;;1.500
06/07/26;MINI IBEX-35;CALL;Dic-26;16.900;19683.8;23,63;0,84;;5
06/07/26;MINI IBEX-35;CALL;Dic-26;17.000;19683.8;23,38;0,84;;19
06/07/26;MINI IBEX-35;CALL;Dic-26;17.100;19683.8;23,14;0,83;;5
06/07/26;MINI IBEX-35;CALL;Dic-26;17.200;19683.8;22,89;0,82;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;17.300;19683.8;22,64;0,81;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;17.400;19683.8;22,40;0,81;;8
06/07/26;MINI IBEX-35;CALL;Dic-26;17.500;19683.8;22,15;0,80;;1.006
06/07/26;MINI IBEX-35;CALL;Dic-26;17.600;19683.8;21,90;0,79;;11
06/07/26;MINI IBEX-35;CALL;Dic-26;17.700;19683.8;21,66;0,78;;5.007
06/07/26;MINI IBEX-35;CALL;Dic-26;17.800;19683.8;21,41;0,77;;92
06/07/26;MINI IBEX-35;CALL;Dic-26;17.900;19683.8;21,16;0,76;;5.004
06/07/26;MINI IBEX-35;CALL;Dic-26;18.000;19683.8;20,91;0,75;;7
06/07/26;MINI IBEX-35;CALL;Dic-26;18.100;19683.8;20,67;0,74;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;18.300;19683.8;20,17;0,72;;5
06/07/26;MINI IBEX-35;CALL;Dic-26;18.400;19683.8;19,93;0,71;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;18.500;19683.8;19,68;0,70;;6.004
06/07/26;MINI IBEX-35;CALL;Dic-26;18.600;19683.8;19,43;0,69;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;18.900;19683.8;18,69;0,65;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;19.000;19683.8;18,45;0,63;;4
06/07/26;MINI IBEX-35;CALL;Dic-26;19.100;19683.8;18,20;0,62;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;19.200;19683.8;17,95;0,60;;4
06/07/26;MINI IBEX-35;CALL;Dic-26;19.500;19683.8;17,21;0,55;;4
06/07/26;MINI IBEX-35;CALL;Dic-26;19.600;19683.8;16,96;0,54;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;19.800;19683.8;16,59;0,50;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;19.900;19683.8;16,48;0,48;;6
06/07/26;MINI IBEX-35;CALL;Dic-26;20.000;19683.8;16,37;0,46;;9
06/07/26;MINI IBEX-35;CALL;Dic-26;20.100;19683.8;16,26;0,45;;2
06/07/26;MINI IBEX-35;CALL;Dic-26;20.200;19683.8;16,15;0,43;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;20.300;19683.8;16,04;0,41;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;20.500;19683.8;15,82;0,37;;6.003
06/07/26;MINI IBEX-35;CALL;Dic-26;20.600;19683.8;15,71;0,36;;5
06/07/26;MINI IBEX-35;CALL;Dic-26;21.000;19683.8;15,27;0,28;1;4
06/07/26;MINI IBEX-35;CALL;Dic-26;21.200;19683.8;15,05;0,25;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;21.900;19683.8;14,28;0,15;;1
06/07/26;MINI IBEX-35;CALL;Dic-26;22.000;19683.8;14,17;0,13;;3
06/07/26;MINI IBEX-35;CALL;Dic-26;22.200;19683.8;13,95;0,11;;3
06/07/26;MINI IBEX-35;CALL;Mar-27;12.600;19683.8;32,35;0,95;;1
06/07/26;MINI IBEX-35;CALL;Mar-27;13.000;19683.8;31,50;0,94;;2
06/07/26;MINI IBEX-35;CALL;Mar-27;13.500;19683.8;30,42;0,93;;3
06/07/26;MINI IBEX-35;CALL;Mar-27;13.900;19683.8;29,57;0,92;;3
06/07/26;MINI IBEX-35;CALL;Mar-27;14.000;19683.8;29,35;0,92;;1
