fecha_boletin;accion;tipo;fecha_vencimiento;strike;spot;volatilidad_cierre;delta_cierre;volumen_contratos;posicion_abierta
24/06/26;MINI IBEX-35;CALL;Jul-26;17.000;19389.5;25,11;0,98;;1
24/06/26;MINI IBEX-35;CALL;Jul-26;17.300;19389.5;23,86;0,97;;100
24/06/26;MINI IBEX-35;CALL;Jul-26;17.500;19389.5;23,02;0,96;;1
24/06/26;MINI IBEX-35;CALL;Jul-26;17.600;19389.5;22,60;0,95;;100
24/06/26;MINI IBEX-35;CALL;Jul-26;17.850;19389.5;21,56;0,93;;100
24/06/26;MINI IBEX-35;CALL;Jul-26;17.900;19389.5;21,35;0,92;;2
24/06/26;MINI IBEX-35;CALL;Jul-26;18.000;19389.5;20,93;0,91;5;20
24/06/26;MINI IBEX-35;CALL;Jul-26;18.050;19389.5;20,72;0,90;;1
24/06/26;MINI IBEX-35;CALL;Jul-26;18.100;19389.5;20,51;0,90;;105
24/06/26;MINI IBEX-35;CALL;Jul-26;18.150;19389.5;20,31;0,89;1;106
24/06/26;MINI IBEX-35;CALL;Jul-26;18.200;19389.5;20,10;0,88;;4
24/06/26;MINI IBEX-35;CALL;Jul-26;18.250;19389.5;19,89;0,87;;3
24/06/26;MINI IBEX-35;CALL;Jul-26;18.300;19389.5;19,68;0,86;;3
24/06/26;MINI IBEX-35;CALL;Jul-26;18.350;19389.5;19,47;0,86;;2
24/06/26;MINI IBEX-35;CALL;Jul-26;18.400;19389.5;19,26;0,84;;5
24/06/26;MINI IBEX-35;CALL;Jul-26;18.450;19389.5;19,05;0,83;;4
24/06/26;MINI IBEX-35;CALL;Jul-26;18.500;19389.5;18,84;0,82;;35
24/06/26;MINI IBEX-35;CALL;Jul-26;18.550;19389.5;18,64;0,81;;10
24/06/26;MINI IBEX-35;CALL;Jul-26;18.600;19389.5;18,43;0,80;;6
24/06/26;MINI IBEX-35;CALL;Jul-26;18.700;19389.5;18,01;0,77;;1
24/06/26;MINI IBEX-35;CALL;Jul-26;18.800;19389.5;17,59;0,73;;24
24/06/26;MINI IBEX-35;CALL;Jul-26;18.850;19389.5;17,38;0,72;;11
24/06/26;MINI IBEX-35;CALL;Jul-26;18.900;19389.5;17,17;0,70;;10
24/06/26;MINI IBEX-35;CALL;Jul-26;18.950;19389.5;16,96;0,68;;1
24/06/26;MINI IBEX-35;CALL;Jul-26;19.000;19389.5;16,76;0,66;;31
24/06/26;MINI IBEX-35;CALL;Jul-26;19.050;19389.5;16,55;0,64;;2
24/06/26;MINI IBEX-35;CALL;Jul-26;19.100;19389.5;16,34;0,61;;3
24/06/26;MINI IBEX-35;CALL;Jul-26;19.200;19389.5;15,92;0,56;;14
24/06/26;MINI IBEX-35;CALL;Jul-26;19.250;19389.5;15,71;0,54;;102
24/06/26;MINI IBEX-35;CALL;Jul-26;19.300;19389.5;15,50;0,51;;10
24/06/26;MINI IBEX-35;CALL;Jul-26;19.350;19389.5;15,39;0,49;;2
24/06/26;MINI IBEX-35;CALL;Jul-26;19.400;19389.5;15,31;0,46;;7
24/06/26;MINI IBEX-35;CALL;Jul-26;19.450;19389.5;15,23;0,43;10;12
24/06/26;MINI IBEX-35;CALL;Jul-26;19.500;19389.5;15,15;0,41;3;22
24/06/26;MINI IBEX-35;CALL;Jul-26;19.550;19389.5;15,06;0,38;1;23
24/06/26;MINI IBEX-35;CALL;Jul-26;19.600;19389.5;14,98;0,35;1;3
24/06/26;MINI IBEX-35;CALL;Jul-26;19.650;19389.5;14,90;0,33;1;3
24/06/26;MINI IBEX-35;CALL;Jul-26;19.700;19389.5;14,82;0,30;;9
24/06/26;MINI IBEX-35;CALL;Jul-26;19.750;19389.5;14,74;0,28;;1
24/06/26;MINI IBEX-35;CALL;Jul-26;19.800;19389.5;14,66;0,26;4;24
24/06/26;MINI IBEX-35;CALL;Jul-26;19.850;19389.5;14,58;0,23;;2
24/06/26;MINI IBEX-35;CALL;Jul-26;19.900;19389.5;14,50;0,21;2;28
24/06/26;MINI IBEX-35;CALL;Jul-26;19.950;19389.5;14,42;0,19;;6
24/06/26;MINI IBEX-35;CALL;Jul-26;20.000;19389.5;14,33;0,17;5;57
24/06/26;MINI IBEX-35;CALL;Jul-26;20.100;19389.5;14,17;0,14;;5
24/06/26;MINI IBEX-35;CALL;Jul-26;20.200;19389.5;14,01;0,11;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;16.500;19389.5;26,16;0,94;;4
24/06/26;MINI IBEX-35;CALL;Ago-26;17.000;19389.5;24,41;0,91;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;17.500;19389.5;22,65;0,87;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;17.700;19389.5;21,95;0,85;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;18.050;19389.5;20,72;0,81;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;18.150;19389.5;20,36;0,79;;4
24/06/26;MINI IBEX-35;CALL;Ago-26;18.200;19389.5;20,19;0,78;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;18.300;19389.5;19,84;0,77;;2
24/06/26;MINI IBEX-35;CALL;Ago-26;18.350;19389.5;19,66;0,76;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;18.400;19389.5;19,49;0,75;;2
24/06/26;MINI IBEX-35;CALL;Ago-26;18.450;19389.5;19,31;0,74;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;18.500;19389.5;19,13;0,73;;6
24/06/26;MINI IBEX-35;CALL;Ago-26;18.600;19389.5;18,78;0,71;2;3
24/06/26;MINI IBEX-35;CALL;Ago-26;18.800;19389.5;18,08;0,66;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;18.900;19389.5;17,73;0,64;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;19.100;19389.5;17,02;0,58;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;19.200;19389.5;16,67;0,56;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;19.300;19389.5;16,32;0,52;1;1
24/06/26;MINI IBEX-35;CALL;Ago-26;19.350;19389.5;16,16;0,51;;2
24/06/26;MINI IBEX-35;CALL;Ago-26;19.400;19389.5;16,08;0,49;;3
24/06/26;MINI IBEX-35;CALL;Ago-26;19.500;19389.5;15,93;0,46;;3
24/06/26;MINI IBEX-35;CALL;Ago-26;19.600;19389.5;15,77;0,43;;41
24/06/26;MINI IBEX-35;CALL;Ago-26;19.650;19389.5;15,69;0,41;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;19.900;19389.5;15,31;0,33;;1
24/06/26;MINI IBEX-35;CALL;Ago-26;20.200;19389.5;14,84;0,24;;2
24/06/26;MINI IBEX-35;CALL;Ago-26;20.300;19389.5;14,69;0,21;5;5
24/06/26;MINI IBEX-35;CALL;Sep-26;7.500;19389.5;52,56;0,99;;3
24/06/26;MINI IBEX-35;CALL;Sep-26;12.200;19389.5;38,24;0,99;;32
24/06/26;MINI IBEX-35;CALL;Sep-26;14.000;19389.5;32,76;0,98;;5
24/06/26;MINI IBEX-35;CALL;Sep-26;15.000;19389.5;29,71;0,96;;2
24/06/26;MINI IBEX-35;CALL;Sep-26;15.500;19389.5;28,19;0,95;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;16.400;19389.5;25,45;0,91;;3
24/06/26;MINI IBEX-35;CALL;Sep-26;16.500;19389.5;25,14;0,91;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;17.000;19389.5;23,62;0,88;;3
24/06/26;MINI IBEX-35;CALL;Sep-26;17.200;19389.5;23,01;0,86;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;17.300;19389.5;22,70;0,85;;5
24/06/26;MINI IBEX-35;CALL;Sep-26;17.400;19389.5;22,40;0,84;;3
24/06/26;MINI IBEX-35;CALL;Sep-26;17.500;19389.5;22,09;0,84;;7
24/06/26;MINI IBEX-35;CALL;Sep-26;17.600;19389.5;21,79;0,82;;2
24/06/26;MINI IBEX-35;CALL;Sep-26;18.000;19389.5;20,57;0,78;;103
24/06/26;MINI IBEX-35;CALL;Sep-26;18.100;19389.5;20,27;0,76;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;18.200;19389.5;19,96;0,75;;6
24/06/26;MINI IBEX-35;CALL;Sep-26;18.300;19389.5;19,66;0,73;;3
24/06/26;MINI IBEX-35;CALL;Sep-26;18.400;19389.5;19,35;0,72;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;18.500;19389.5;19,05;0,70;;17
24/06/26;MINI IBEX-35;CALL;Sep-26;18.600;19389.5;18,74;0,68;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;18.700;19389.5;18,44;0,66;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;18.900;19389.5;17,83;0,62;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;19.000;19389.5;17,53;0,60;;8
24/06/26;MINI IBEX-35;CALL;Sep-26;19.100;19389.5;17,22;0,58;;15
24/06/26;MINI IBEX-35;CALL;Sep-26;19.200;19389.5;16,92;0,55;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;19.400;19389.5;16,36;0,50;;5
24/06/26;MINI IBEX-35;CALL;Sep-26;19.500;19389.5;16,23;0,48;1;16
24/06/26;MINI IBEX-35;CALL;Sep-26;19.800;19389.5;15,82;0,40;;3
24/06/26;MINI IBEX-35;CALL;Sep-26;19.900;19389.5;15,68;0,37;;3
24/06/26;MINI IBEX-35;CALL;Sep-26;20.000;19389.5;15,55;0,35;;10
24/06/26;MINI IBEX-35;CALL;Sep-26;20.300;19389.5;15,14;0,27;;18
24/06/26;MINI IBEX-35;CALL;Sep-26;20.400;19389.5;15,00;0,25;;2
24/06/26;MINI IBEX-35;CALL;Sep-26;20.600;19389.5;14,73;0,20;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;20.700;19389.5;14,60;0,18;;80
24/06/26;MINI IBEX-35;CALL;Sep-26;20.800;19389.5;14,46;0,16;;3
24/06/26;MINI IBEX-35;CALL;Sep-26;21.000;19389.5;14,19;0,13;;1
24/06/26;MINI IBEX-35;CALL;Sep-26;21.200;19389.5;13,92;0,10;;10
24/06/26;MINI IBEX-35;CALL;Dic-26;8.300;19389.5;46,22;0,99;;655
24/06/26;MINI IBEX-35;CALL;Dic-26;8.600;19389.5;45,44;0,99;;1.250
24/06/26;MINI IBEX-35;CALL;Dic-26;10.500;19389.5;40,53;0,98;;30
24/06/26;MINI IBEX-35;CALL;Dic-26;12.000;19389.5;36,65;0,97;;12
24/06/26;MINI IBEX-35;CALL;Dic-26;12.200;19389.5;36,13;0,96;;32
24/06/26;MINI IBEX-35;CALL;Dic-26;13.000;19389.5;34,06;0,95;;1
24/06/26;MINI IBEX-35;CALL;Dic-26;14.800;19389.5;29,41;0,91;;32
24/06/26;MINI IBEX-35;CALL;Dic-26;15.300;19389.5;28,11;0,89;;1
24/06/26;MINI IBEX-35;CALL;Dic-26;16.000;19389.5;26,30;0,86;;10
24/06/26;MINI IBEX-35;CALL;Dic-26;16.400;19389.5;25,27;0,84;;6.000
24/06/26;MINI IBEX-35;CALL;Dic-26;16.700;19389.5;24,49;0,82;;1.500
24/06/26;MINI IBEX-35;CALL;Dic-26;16.900;19389.5;23,97;0,80;;5
24/06/26;MINI IBEX-35;CALL;Dic-26;17.000;19389.5;23,72;0,80;;19
24/06/26;MINI IBEX-35;CALL;Dic-26;17.100;19389.5;23,46;0,79;;5
24/06/26;MINI IBEX-35;CALL;Dic-26;17.200;19389.5;23,20;0,78;;1
24/06/26;MINI IBEX-35;CALL;Dic-26;17.300;19389.5;22,94;0,77;;1
24/06/26;MINI IBEX-35;CALL;Dic-26;17.400;19389.5;22,68;0,76;;8
24/06/26;MINI IBEX-35;CALL;Dic-26;17.500;19389.5;22,42;0,75;;1.006
24/06/26;MINI IBEX-35;CALL;Dic-26;17.600;19389.5;22,16;0,74;;11
24/06/26;MINI IBEX-35;CALL;Dic-26;17.700;19389.5;21,91;0,73;;5.007
24/06/26;MINI IBEX-35;CALL;Dic-26;17.800;19389.5;21,65;0,72;;93
24/06/26;MINI IBEX-35;CALL;Dic-26;17.900;19389.5;21,39;0,71;;5.004
24/06/26;MINI IBEX-35;CALL;Dic-26;18.000;19389.5;21,13;0,70;;7
24/06/26;MINI IBEX-35;CALL;Dic-26;18.100;19389.5;20,87;0,69;;1
