accion;tipo;fecha_vencimiento;strike;volumen_contratos;posicion_abierta;fecha_boletin
MINI IBEX-35;CALL;May-26;17.750;-;3;11/05/26
MINI IBEX-35;CALL;May-26;17.775;-;1;11/05/26
MINI IBEX-35;CALL;May-26;17.800;1;19;11/05/26
MINI IBEX-35;CALL;May-26;17.850;2;10;11/05/26
MINI IBEX-35;CALL;May-26;17.900;5;16;11/05/26
MINI IBEX-35;CALL;May-26;17.925;1;1;11/05/26
MINI IBEX-35;CALL;May-26;17.950;3;3;11/05/26
MINI IBEX-35;CALL;May-26;18.000;1;19;11/05/26
MINI IBEX-35;CALL;May-26;18.025;1;-;11/05/26
MINI IBEX-35;CALL;May-26;18.050;-;4;11/05/26
MINI IBEX-35;CALL;May-26;18.100;4;17;11/05/26
MINI IBEX-35;CALL;May-26;18.150;-;12;11/05/26
MINI IBEX-35;CALL;May-26;18.200;-;10.005;11/05/26
MINI IBEX-35;CALL;May-26;18.225;-;3;11/05/26
MINI IBEX-35;CALL;May-26;18.250;-;1;11/05/26
MINI IBEX-35;CALL;May-26;18.300;-;4;11/05/26
MINI IBEX-35;CALL;May-26;18.350;-;11;11/05/26
MINI IBEX-35;CALL;May-26;18.400;-;1;11/05/26
MINI IBEX-35;CALL;May-26;18.450;-;1;11/05/26
MINI IBEX-35;CALL;May-26;18.500;-;14;11/05/26
MINI IBEX-35;CALL;May-26;18.600;-;1;11/05/26
MINI IBEX-35;CALL;May-26;18.700;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w4 16.000;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w4 16.100;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w4 16.500;;1;2;11/05/26
MINI IBEX-35;CALL;May-26 w4 16.600;;-;2;11/05/26
MINI IBEX-35;CALL;May-26 w4 16.700;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w4 16.900;;2;3;11/05/26
MINI IBEX-35;CALL;May-26 w4 17.000;;2;2;11/05/26
MINI IBEX-35;CALL;May-26 w4 17.100;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w4 17.200;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w4 17.300;;2;3;11/05/26
MINI IBEX-35;CALL;May-26 w4 17.350;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w4 17.400;;1;3;11/05/26
MINI IBEX-35;CALL;May-26 w4 17.500;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w5 16.300;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w5 16.800;;-;3;11/05/26
MINI IBEX-35;CALL;May-26 w5 16.900;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w5 17.200;;1;1;11/05/26
MINI IBEX-35;CALL;May-26 w5 17.300;;-;5;11/05/26
MINI IBEX-35;CALL;May-26 w5 17.600;;-;1;11/05/26
MINI IBEX-35;CALL;May-26 w5 17.800;;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;7.700;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;8.000;-;300;11/05/26
MINI IBEX-35;CALL;Jun-26;9.500;-;350;11/05/26
MINI IBEX-35;CALL;Jun-26;9.900;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;10.200;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;10.900;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;11.300;-;32;11/05/26
MINI IBEX-35;CALL;Jun-26;11.400;-;32;11/05/26
MINI IBEX-35;CALL;Jun-26;11.500;-;32;11/05/26
MINI IBEX-35;CALL;Jun-26;11.600;-;32;11/05/26
MINI IBEX-35;CALL;Jun-26;12.000;-;2;11/05/26
MINI IBEX-35;CALL;Jun-26;12.100;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;12.200;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;12.300;-;2;11/05/26
MINI IBEX-35;CALL;Jun-26;12.400;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;12.500;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;12.600;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;12.700;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;13.000;-;8;11/05/26
MINI IBEX-35;CALL;Jun-26;13.100;-;2;11/05/26
MINI IBEX-35;CALL;Jun-26;13.200;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;13.300;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;13.400;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;13.500;-;6;11/05/26
MINI IBEX-35;CALL;Jun-26;13.800;-;9;11/05/26
MINI IBEX-35;CALL;Jun-26;14.000;-;21;11/05/26
MINI IBEX-35;CALL;Jun-26;14.100;-;48;11/05/26
MINI IBEX-35;CALL;Jun-26;14.200;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;14.300;-;6;11/05/26
MINI IBEX-35;CALL;Jun-26;14.400;-;5;11/05/26
MINI IBEX-35;CALL;Jun-26;14.500;-;7;11/05/26
MINI IBEX-35;CALL;Jun-26;14.600;-;29;11/05/26
MINI IBEX-35;CALL;Jun-26;14.700;-;7;11/05/26
MINI IBEX-35;CALL;Jun-26;14.800;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;14.900;-;22;11/05/26
MINI IBEX-35;CALL;Jun-26;15.000;-;125;11/05/26
MINI IBEX-35;CALL;Jun-26;15.100;-;4;11/05/26
MINI IBEX-35;CALL;Jun-26;15.200;-;2;11/05/26
MINI IBEX-35;CALL;Jun-26;15.300;10;80;11/05/26
MINI IBEX-35;CALL;Jun-26;15.400;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;15.450;-;4;11/05/26
MINI IBEX-35;CALL;Jun-26;15.500;-;52;11/05/26
MINI IBEX-35;CALL;Jun-26;15.550;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;15.600;-;37;11/05/26
MINI IBEX-35;CALL;Jun-26;15.650;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;15.700;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;15.800;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;15.850;-;2;11/05/26
MINI IBEX-35;CALL;Jun-26;15.900;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;16.000;2;124;11/05/26
MINI IBEX-35;CALL;Jun-26;16.100;-;25;11/05/26
MINI IBEX-35;CALL;Jun-26;16.200;-;5;11/05/26
MINI IBEX-35;CALL;Jun-26;16.250;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;16.300;-;5;11/05/26
MINI IBEX-35;CALL;Jun-26;16.350;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;16.400;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;16.500;-;7;11/05/26
MINI IBEX-35;CALL;Jun-26;16.600;-;71;11/05/26
MINI IBEX-35;CALL;Jun-26;16.700;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;16.750;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;16.800;-;25;11/05/26
MINI IBEX-35;CALL;Jun-26;16.900;-;23;11/05/26
MINI IBEX-35;CALL;Jun-26;17.000;1;298;11/05/26
MINI IBEX-35;CALL;Jun-26;17.100;-;5;11/05/26
MINI IBEX-35;CALL;Jun-26;17.200;1;70;11/05/26
MINI IBEX-35;CALL;Jun-26;17.300;1;104;11/05/26
MINI IBEX-35;CALL;Jun-26;17.350;-;181;11/05/26
MINI IBEX-35;CALL;Jun-26;17.400;-;103;11/05/26
MINI IBEX-35;CALL;Jun-26;17.500;-;9;11/05/26
MINI IBEX-35;CALL;Jun-26;17.550;-;100;11/05/26
MINI IBEX-35;CALL;Jun-26;17.600;-;205;11/05/26
MINI IBEX-35;CALL;Jun-26;17.650;-;103;11/05/26
MINI IBEX-35;CALL;Jun-26;17.700;-;2;11/05/26
MINI IBEX-35;CALL;Jun-26;17.800;-;102;11/05/26
MINI IBEX-35;CALL;Jun-26;17.850;-;100;11/05/26
MINI IBEX-35;CALL;Jun-26;17.900;-;102;11/05/26
MINI IBEX-35;CALL;Jun-26;17.950;-;1;11/05/26
MINI IBEX-35;CALL;Jun-26;18.000;-;9;11/05/26
MINI IBEX-35;CALL;Jun-26;18.100;1;12;11/05/26
MINI IBEX-35;CALL;Jun-26;18.200;-;3;11/05/26
MINI IBEX-35;CALL;Jun-26;18.300;-;100;11/05/26
MINI IBEX-35;CALL;Jun-26;18.400;-;100;11/05/26
MINI IBEX-35;CALL;Jun-26;18.500;-;100;11/05/26
MINI IBEX-35;CALL;Jun-26;18.950;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;15.000;-;5;11/05/26
MINI IBEX-35;CALL;Jul-26;15.400;1;1;11/05/26
MINI IBEX-35;CALL;Jul-26;15.500;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;15.600;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;16.000;-;4;11/05/26
MINI IBEX-35;CALL;Jul-26;16.400;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;16.450;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;16.600;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;16.700;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;17.100;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;17.350;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;17.400;-;2;11/05/26
MINI IBEX-35;CALL;Jul-26;17.600;-;1;11/05/26
MINI IBEX-35;CALL;Jul-26;18.100;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;13.000;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;13.100;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;13.500;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;13.600;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;13.700;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;13.900;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;14.000;-;7;11/05/26
MINI IBEX-35;CALL;Sep-26;14.100;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;14.200;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;14.300;1;1;11/05/26
MINI IBEX-35;CALL;Sep-26;14.400;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;14.500;-;4;11/05/26
MINI IBEX-35;CALL;Sep-26;14.600;-;5;11/05/26
MINI IBEX-35;CALL;Sep-26;14.700;-;3;11/05/26
MINI IBEX-35;CALL;Sep-26;15.000;-;11;11/05/26
MINI IBEX-35;CALL;Sep-26;15.200;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;15.400;-;5;11/05/26
MINI IBEX-35;CALL;Sep-26;15.500;-;27;11/05/26
MINI IBEX-35;CALL;Sep-26;15.600;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;15.700;-;4;11/05/26
MINI IBEX-35;CALL;Sep-26;15.800;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;15.900;-;7;11/05/26
MINI IBEX-35;CALL;Sep-26;16.000;-;6;11/05/26
MINI IBEX-35;CALL;Sep-26;16.100;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;16.300;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;16.400;-;3;11/05/26
MINI IBEX-35;CALL;Sep-26;16.500;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;16.700;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;16.800;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;17.000;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;17.200;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;17.400;-;3;11/05/26
MINI IBEX-35;CALL;Sep-26;17.500;-;1;11/05/26
MINI IBEX-35;CALL;Sep-26;17.600;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;17.700;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;17.800;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;18.000;-;3;11/05/26
MINI IBEX-35;CALL;Sep-26;18.100;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;18.200;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;18.300;-;2;11/05/26
MINI IBEX-35;CALL;Sep-26;18.400;-;3;11/05/26
MINI IBEX-35;CALL;Sep-26;19.400;1;12;11/05/26
MINI IBEX-35;CALL;Dic-26;8.600;-;1.250;11/05/26
MINI IBEX-35;CALL;Dic-26;10.900;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;11.300;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;11.500;-;2;11/05/26
MINI IBEX-35;CALL;Dic-26;12.200;-;2;11/05/26
MINI IBEX-35;CALL;Dic-26;12.300;-;5;11/05/26
MINI IBEX-35;CALL;Dic-26;12.400;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;12.500;-;8;11/05/26
MINI IBEX-35;CALL;Dic-26;12.600;-;6;11/05/26
MINI IBEX-35;CALL;Dic-26;12.900;-;7;11/05/26
MINI IBEX-35;CALL;Dic-26;13.000;-;7;11/05/26
MINI IBEX-35;CALL;Dic-26;13.100;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;13.200;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;13.500;-;504;11/05/26
MINI IBEX-35;CALL;Dic-26;13.600;-;5;11/05/26
MINI IBEX-35;CALL;Dic-26;13.700;-;2;11/05/26
MINI IBEX-35;CALL;Dic-26;14.000;1;1.025;11/05/26
MINI IBEX-35;CALL;Dic-26;14.200;-;3;11/05/26
MINI IBEX-35;CALL;Dic-26;14.300;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;14.500;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;14.800;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;14.900;-;3;11/05/26
MINI IBEX-35;CALL;Dic-26;15.000;-;2;11/05/26
MINI IBEX-35;CALL;Dic-26;15.500;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;15.600;-;32;11/05/26
MINI IBEX-35;CALL;Dic-26;15.700;-;2;11/05/26
MINI IBEX-35;CALL;Dic-26;15.800;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;16.000;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;16.300;-;10;11/05/26
MINI IBEX-35;CALL;Dic-26;16.400;-;6.000;11/05/26
MINI IBEX-35;CALL;Dic-26;16.500;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;16.600;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;16.700;-;1.505;11/05/26
MINI IBEX-35;CALL;Dic-26;16.800;-;3;11/05/26
MINI IBEX-35;CALL;Dic-26;16.900;-;4;11/05/26
MINI IBEX-35;CALL;Dic-26;17.000;-;9;11/05/26
MINI IBEX-35;CALL;Dic-26;17.100;-;5;11/05/26
MINI IBEX-35;CALL;Dic-26;17.200;-;5;11/05/26
MINI IBEX-35;CALL;Dic-26;17.300;-;4;11/05/26
MINI IBEX-35;CALL;Dic-26;17.400;-;6;11/05/26
MINI IBEX-35;CALL;Dic-26;17.500;-;1.000;11/05/26
MINI IBEX-35;CALL;Dic-26;17.600;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;17.700;-;5.011;11/05/26
MINI IBEX-35;CALL;Dic-26;17.800;-;5;11/05/26
MINI IBEX-35;CALL;Dic-26;17.900;-;5.001;11/05/26
MINI IBEX-35;CALL;Dic-26;18.000;-;9;11/05/26
MINI IBEX-35;CALL;Dic-26;18.100;-;2;11/05/26
MINI IBEX-35;CALL;Dic-26;18.200;-;8;11/05/26
MINI IBEX-35;CALL;Dic-26;18.500;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;18.800;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;19.100;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;19.400;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;19.700;-;1;11/05/26
MINI IBEX-35;CALL;Dic-26;20.000;-;1;11/05/26
MINI IBEX-35;CALL;Mar-27;13.000;-;3;11/05/26
MINI IBEX-35;CALL;Mar-27;13.800;1;32;11/05/26
MINI IBEX-35;CALL;Mar-27;16.500;-;1;11/05/26
MINI IBEX-35;CALL;Mar-27;17.000;-;1;11/05/26
MINI IBEX-35;CALL;Mar-27;17.500;-;20;11/05/26
MINI IBEX-35;CALL;Mar-27;18.000;-;750;11/05/26
MINI IBEX-35;CALL;Mar-27;21.600;1;2;11/05/26
MINI IBEX-35;CALL;Mar-27;21.800;-;1;11/05/26
MINI IBEX-35;CALL;Jun-27;13.000;-;2;11/05/26
MINI IBEX-35;CALL;Sep-27;12.100;-;32;11/05/26
MINI IBEX-35;CALL;Sep-27;12.200;-;32;11/05/26
MINI IBEX-35;CALL;Sep-27;12.300;-;32;11/05/26
MINI IBEX-35;CALL;Sep-27;12.400;-;32;11/05/26
MINI IBEX-35;CALL;Sep-27;14.200;-;32;11/05/26
MINI IBEX-35;CALL;Dic-27;13.400;-;250;11/05/26
MINI IBEX-35;CALL;Dic-27;14.700;-;1;11/05/26
MINI IBEX-35;CALL;Dic-27;15.400;-;32;11/05/26
MINI IBEX-35;CALL;Dic-27;15.700;-;32;11/05/26
MINI IBEX-35;CALL;Dic-27;15.800;-;32;11/05/26
MINI IBEX-35;CALL;Dic-28;16.800;-;1.800;11/05/26
ACCIONA;CALL;May-26;190,00;-;1;11/05/26
ACCIONA;CALL;May-26;195,00;-;1;11/05/26
ACCIONA;CALL;May-26;210,00;-;1;11/05/26
ACCIONA;CALL;May-26;220,00;-;1;11/05/26
ACCIONA;CALL;May-26;230,00;-;1;11/05/26
ACCIONA;CALL;May-26;240,00;-;1;11/05/26
ACCIONA;CALL;Jun-26;120,00;-;1;11/05/26
ACCIONA;CALL;Jun-26;220,00;-;1;11/05/26
ACCIONA;CALL;Jun-26;240,00;-;540;11/05/26
ACCIONA;CALL;Sep-26;120,00;-;1;11/05/26
ACCIONA;CALL;Sep-26;170,00;-;1;11/05/26
ACCIONA;CALL;Sep-26;200,00;-;10;11/05/26
ACCIONA;CALL;Dic-26;175,00;-;2;11/05/26
ACCIONA;CALL;Dic-26;210,00;-;2;11/05/26
ACCIONA ENERGIA;CALL;Jun-26;19,00;-;1;11/05/26
ACCIONA ENERGIA;CALL;Jun-26;21,00;-;1;11/05/26
ACCIONA ENERGIA;CALL;Sep-26;20,00;-;3;11/05/26
ACCIONA ENERGIA;CALL;Dic-26;18,00;-;2;11/05/26
ACCIONA ENERGIA;CALL;Dic-26;19,00;-;3;11/05/26
ACCIONA ENERGIA;CALL;Dic-26;21,00;-;15;11/05/26
ACERINOX;CALL;May-26;10,50;-;2;11/05/26
ACERINOX;CALL;May-26;11,00;-;5;11/05/26
ACERINOX;CALL;May-26;12,00;-;6;11/05/26
ACERINOX;CALL;May-26;12,50;-;10;11/05/26
ACERINOX;CALL;May-26;13,00;-;30;11/05/26
ACERINOX;CALL;May-26;13,50;-;2;11/05/26
ACERINOX;CALL;May-26;14,50;-;1;11/05/26
ACERINOX;CALL;Jun-26;8,50;-;20;11/05/26
ACERINOX;CALL;Jun-26;9,25;-;20;11/05/26
ACERINOX;CALL;Jun-26;9,50;-;1;11/05/26
ACERINOX;CALL;Jun-26;10,00;-;61;11/05/26
ACERINOX;CALL;Jun-26;10,50;-;9;11/05/26
ACERINOX;CALL;Jun-26;11,50;-;37;11/05/26
ACERINOX;CALL;Jun-26;12,00;-;16;11/05/26
ACERINOX;CALL;Jun-26;12,50;-;202;11/05/26
ACERINOX;CALL;Jun-26;13,00;-;520;11/05/26
ACERINOX;CALL;Jun-26;13,50;-;10;11/05/26
ACERINOX;CALL;Jun-26;14,00;-;12;11/05/26
ACERINOX;CALL;Jul-26;14,00;-;1;11/05/26
ACERINOX;CALL;Sep-26;9,00;-;23;11/05/26
ACERINOX;CALL;Sep-26;9,50;-;43;11/05/26
ACERINOX;CALL;Sep-26;9,75;-;1;11/05/26
ACERINOX;CALL;Sep-26;10,00;-;10;11/05/26
ACERINOX;CALL;Sep-26;10,50;-;40;11/05/26
ACERINOX;CALL;Sep-26;11,00;-;150;11/05/26
ACERINOX;CALL;Sep-26;13,00;-;11;11/05/26
ACERINOX;CALL;Sep-26;14,00;-;10;11/05/26
ACERINOX;CALL;Sep-26;15,00;-;2;11/05/26
ACERINOX;CALL;Dic-26;9,50;-;1;11/05/26
ACERINOX;CALL;Dic-26;9,75;-;1;11/05/26
ACERINOX;CALL;Dic-26;10,00;-;97;11/05/26
ACERINOX;CALL;Dic-26;10,50;-;35;11/05/26
ACERINOX;CALL;Dic-26;11,00;-;51;11/05/26
ACERINOX;CALL;Dic-26;11,50;-;25;11/05/26
ACERINOX;CALL;Dic-26;12,00;20;75;11/05/26
ACERINOX;CALL;Dic-26;12,50;25;125;11/05/26
ACERINOX;CALL;Mar-27;8,00;-;2;11/05/26
ACERINOX;CALL;Mar-27;10,00;-;175;11/05/26
ACERINOX;CALL;Mar-27;10,50;-;50;11/05/26
ACERINOX;CALL;Mar-27;11,00;-;130;11/05/26
ACERINOX;CALL;Mar-27;11,50;50;126;11/05/26
ACERINOX;CALL;Mar-27;12,00;-;70;11/05/26
ACERINOX;CALL;Jun-27;8,75;-;1;11/05/26
ACERINOX;CALL;Jun-27;10,00;-;243;11/05/26
ACERINOX;CALL;Sep-27;12,00;-;207;11/05/26
ACERINOX;CALL;Dic-27;12,00;-;150;11/05/26
ACERINOX;CALL;Mar-28;12,00;-;208;11/05/26
ACS;CALL;May-26;90,00;-;3;11/05/26
ACS;CALL;May-26;96,00;-;1;11/05/26
ACS;CALL;May-26;98,00;-;50;11/05/26
ACS;CALL;May-26;100,00;-;10;11/05/26
ACS;CALL;May-26;110,00;-;3;11/05/26
ACS;CALL;May-26;115,00;-;474;11/05/26
ACS;CALL;May-26;120,00;-;30;11/05/26
ACS;CALL;May-26;125,00;-;60;11/05/26
ACS;CALL;May-26;130,00;1;1;11/05/26
ACS;CALL;May-26;135,00;1;1;11/05/26
ACS;CALL;May-26;140,00;-;1;11/05/26
ACS;CALL;Jun-26;30,00;-;25;11/05/26
ACS;CALL;Jun-26;31,00;-;25;11/05/26
ACS;CALL;Jun-26;34,00;-;10;11/05/26
ACS;CALL;Jun-26;41,00;-;25;11/05/26
ACS;CALL;Jun-26;42,00;-;25;11/05/26
ACS;CALL;Jun-26;43,00;-;25;11/05/26
ACS;CALL;Jun-26;44,00;-;25;11/05/26
ACS;CALL;Jun-26;45,00;-;26;11/05/26
ACS;CALL;Jun-26;49,00;-;50;11/05/26
ACS;CALL;Jun-26;50,00;-;51;11/05/26
ACS;CALL;Jun-26;52,00;-;50;11/05/26
ACS;CALL;Jun-26;54,00;-;50;11/05/26
ACS;CALL;Jun-26;56,00;-;51;11/05/26
ACS;CALL;Jun-26;60,00;-;50;11/05/26
ACS;CALL;Jun-26;62,00;-;25;11/05/26
ACS;CALL;Jun-26;66,00;-;35;11/05/26
ACS;CALL;Jun-26;68,00;-;1;11/05/26
ACS;CALL;Jun-26;70,00;-;1;11/05/26
ACS;CALL;Jun-26;72,00;-;10;11/05/26
ACS;CALL;Jun-26;76,00;-;6;11/05/26
ACS;CALL;Jun-26;88,00;-;15;11/05/26
ACS;CALL;Jun-26;90,00;-;2;11/05/26
ACS;CALL;Jun-26;92,00;-;5;11/05/26
ACS;CALL;Jun-26;96,00;-;1;11/05/26
ACS;CALL;Jun-26;100,00;-;3;11/05/26
ACS;CALL;Jun-26;105,00;-;15;11/05/26
ACS;CALL;Jun-26;110,00;-;2;11/05/26
ACS;CALL;Jun-26;115,00;-;1;11/05/26
ACS;CALL;Jun-26;120,00;-;1;11/05/26
ACS;CALL;Jun-26;125,00;1;1;11/05/26
ACS;CALL;Jul-26;120,00;-;1;11/05/26
ACS;CALL;Sep-26;50,00;-;25;11/05/26
ACS;CALL;Sep-26;52,00;-;50;11/05/26
ACS;CALL;Sep-26;54,00;-;50;11/05/26
ACS;CALL;Sep-26;56,00;-;51;11/05/26
ACS;CALL;Sep-26;66,00;-;25;11/05/26
ACS;CALL;Sep-26;68,00;-;25;11/05/26
ACS;CALL;Sep-26;70,00;-;25;11/05/26
ACS;CALL;Sep-26;72,00;-;1;11/05/26
ACS;CALL;Sep-26;76,00;-;42;11/05/26
ACS;CALL;Sep-26;78,00;-;52;11/05/26
ACS;CALL;Sep-26;80,00;-;27;11/05/26
ACS;CALL;Sep-26;82,00;-;5;11/05/26
ACS;CALL;Sep-26;84,00;-;25;11/05/26
