fecha_boletin;accion;tipo;fecha_vencimiento;strike;spot;volatilidad_cierre;delta_cierre;volumen_contratos;posicion_abierta
21/07/26;MINI IBEX-35;CALL;Ago-26;16.500;19379.8;26,62;0,98;;4
21/07/26;MINI IBEX-35;CALL;Ago-26;17.000;19379.8;24,59;0,97;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;17.500;19379.8;22,55;0,94;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;17.700;19379.8;21,74;0,93;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;18.000;19379.8;20,52;0,90;;14
21/07/26;MINI IBEX-35;CALL;Ago-26;18.050;19379.8;20,31;0,89;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;18.150;19379.8;19,91;0,88;;4
21/07/26;MINI IBEX-35;CALL;Ago-26;18.200;19379.8;19,70;0,87;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;18.300;19379.8;19,30;0,86;1;2
21/07/26;MINI IBEX-35;CALL;Ago-26;18.350;19379.8;19,09;0,85;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;18.400;19379.8;18,89;0,84;;6
21/07/26;MINI IBEX-35;CALL;Ago-26;18.450;19379.8;18,69;0,83;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;18.500;19379.8;18,48;0,82;;6
21/07/26;MINI IBEX-35;CALL;Ago-26;18.600;19379.8;18,08;0,80;;3
21/07/26;MINI IBEX-35;CALL;Ago-26;18.800;19379.8;17,26;0,74;;6
21/07/26;MINI IBEX-35;CALL;Ago-26;18.850;19379.8;17,06;0,73;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;18.900;19379.8;16,85;0,71;;4
21/07/26;MINI IBEX-35;CALL;Ago-26;19.000;19379.8;16,45;0,68;;12
21/07/26;MINI IBEX-35;CALL;Ago-26;19.100;19379.8;16,04;0,64;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;19.150;19379.8;15,84;0,62;;1
21/07/26;MINI IBEX-35;CALL;Ago-26;19.200;19379.8;15,63;0,60;1;77
21/07/26;MINI IBEX-35;CALL;Ago-26;19.300;19379.8;15,23;0,56;;7
21/07/26;MINI IBEX-35;CALL;Ago-26;19.350;19379.8;15,02;0,54;3;7
21/07/26;MINI IBEX-35;CALL;Ago-26;19.400;19379.8;14,82;0,51;2;6
21/07/26;MINI IBEX-35;CALL;Ago-26;19.450;19379.8;14,70;0,49;;2
21/07/26;MINI IBEX-35;CALL;Ago-26;19.500;19379.8;14,61;0,47;1;7
