fecha_boletin;accion;tipo;fecha_vencimiento;strike;spot;volatilidad_cierre;delta_cierre;volumen_contratos;posicion_abierta
03/06/26;MINI IBEX-35;CALL;Jun-26;7.400;18176.0;67,72;1,00;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;11.400;18176.0;49,19;1,00;;32
03/06/26;MINI IBEX-35;CALL;Jun-26;12.100;18176.0;45,95;1,00;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;12.200;18176.0;45,49;1,00;;4
03/06/26;MINI IBEX-35;CALL;Jun-26;12.700;18176.0;43,17;1,00;;5
03/06/26;MINI IBEX-35;CALL;Jun-26;13.400;18176.0;39,93;1,00;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;13.500;18176.0;39,47;1,00;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;13.700;18176.0;38,54;1,00;;4
03/06/26;MINI IBEX-35;CALL;Jun-26;14.000;18176.0;37,15;1,00;;2
03/06/26;MINI IBEX-35;CALL;Jun-26;14.500;18176.0;34,84;1,00;;2
03/06/26;MINI IBEX-35;CALL;Jun-26;14.900;18176.0;32,99;1,00;;2
03/06/26;MINI IBEX-35;CALL;Jun-26;15.000;18176.0;32,52;1,00;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;15.100;18176.0;32,06;1,00;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;15.200;18176.0;31,60;1,00;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;15.300;18176.0;31,13;1,00;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;15.700;18176.0;29,28;0,99;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;15.800;18176.0;28,82;0,99;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;16.000;18176.0;27,89;0,99;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;16.100;18176.0;27,43;0,98;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;16.300;18176.0;26,50;0,98;;2
03/06/26;MINI IBEX-35;CALL;Jun-26;16.450;18176.0;25,81;0,97;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;16.500;18176.0;25,58;0,97;;6
03/06/26;MINI IBEX-35;CALL;Jun-26;16.700;18176.0;24,65;0,95;;4
03/06/26;MINI IBEX-35;CALL;Jun-26;16.800;18176.0;24,19;0,95;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;17.000;18176.0;23,26;0,92;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;17.050;18176.0;23,03;0,92;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;17.100;18176.0;22,80;0,91;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;17.200;18176.0;22,34;0,89;;4
03/06/26;MINI IBEX-35;CALL;Jun-26;17.250;18176.0;22,11;0,88;;100
03/06/26;MINI IBEX-35;CALL;Jun-26;17.300;18176.0;21,87;0,87;;2
03/06/26;MINI IBEX-35;CALL;Jun-26;17.350;18176.0;21,64;0,86;;80
03/06/26;MINI IBEX-35;CALL;Jun-26;17.400;18176.0;21,41;0,85;2;2
03/06/26;MINI IBEX-35;CALL;Jun-26;17.500;18176.0;20,95;0,82;;10
03/06/26;MINI IBEX-35;CALL;Jun-26;17.600;18176.0;20,48;0,79;;208
03/06/26;MINI IBEX-35;CALL;Jun-26;17.650;18176.0;20,25;0,77;;100
03/06/26;MINI IBEX-35;CALL;Jun-26;17.700;18176.0;20,02;0,76;;108
03/06/26;MINI IBEX-35;CALL;Jun-26;17.750;18176.0;19,79;0,74;;201
03/06/26;MINI IBEX-35;CALL;Jun-26;17.800;18176.0;19,56;0,72;;103
03/06/26;MINI IBEX-35;CALL;Jun-26;17.850;18176.0;19,33;0,70;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;17.900;18176.0;19,10;0,67;;8
03/06/26;MINI IBEX-35;CALL;Jun-26;17.950;18176.0;18,86;0,65;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;18.000;18176.0;18,63;0,62;;19
03/06/26;MINI IBEX-35;CALL;Jun-26;18.050;18176.0;18,40;0,60;;5
03/06/26;MINI IBEX-35;CALL;Jun-26;18.100;18176.0;18,17;0,57;;10
03/06/26;MINI IBEX-35;CALL;Jun-26;18.150;18176.0;17,94;0,54;1;16
03/06/26;MINI IBEX-35;CALL;Jun-26;18.200;18176.0;17,71;0,51;;12
03/06/26;MINI IBEX-35;CALL;Jun-26;18.300;18176.0;17,52;0,46;1;77
03/06/26;MINI IBEX-35;CALL;Jun-26;18.350;18176.0;17,44;0,43;1;
03/06/26;MINI IBEX-35;CALL;Jun-26;18.400;18176.0;17,36;0,40;1;10
03/06/26;MINI IBEX-35;CALL;Jun-26;18.450;18176.0;17,29;0,37;2;3
03/06/26;MINI IBEX-35;CALL;Jun-26;18.500;18176.0;17,21;0,34;23;118
03/06/26;MINI IBEX-35;CALL;Jun-26;18.600;18176.0;17,06;0,28;;16
03/06/26;MINI IBEX-35;CALL;Jun-26;18.650;18176.0;16,98;0,26;4;14
03/06/26;MINI IBEX-35;CALL;Jun-26;18.700;18176.0;16,91;0,23;9;104
03/06/26;MINI IBEX-35;CALL;Jun-26;18.750;18176.0;16,83;0,21;;6
03/06/26;MINI IBEX-35;CALL;Jun-26;18.800;18176.0;16,76;0,19;1;31
03/06/26;MINI IBEX-35;CALL;Jun-26;18.850;18176.0;16,68;0,17;;6
03/06/26;MINI IBEX-35;CALL;Jun-26;18.900;18176.0;16,60;0,15;;5
03/06/26;MINI IBEX-35;CALL;Jun-26;18.950;18176.0;16,53;0,13;;5
03/06/26;MINI IBEX-35;CALL;Jun-26;19.000;18176.0;16,45;0,11;5;99
03/06/26;MINI IBEX-35;CALL;Jun-26;19.050;18176.0;16,38;0,10;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;19.100;18176.0;16,30;0,09;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;19.150;18176.0;16,23;0,07;;10
03/06/26;MINI IBEX-35;CALL;Jun-26;19.200;18176.0;16,15;0,06;;4
03/06/26;MINI IBEX-35;CALL;Jun-26;19.250;18176.0;16,07;0,05;2;39
03/06/26;MINI IBEX-35;CALL;Jun-26;19.300;18176.0;16,00;0,04;;8
03/06/26;MINI IBEX-35;CALL;Jun-26;19.400;18176.0;15,85;0,03;;3
03/06/26;MINI IBEX-35;CALL;Jun-26;19.500;18176.0;15,69;0,02;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;19.600;18176.0;15,54;0,01;;31
03/06/26;MINI IBEX-35;CALL;Jun-26;19.700;18176.0;15,39;0,01;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;19.800;18176.0;15,24;;;4
03/06/26;MINI IBEX-35;CALL;Jun-26;20.000;18176.0;14,93;;;1
03/06/26;MINI IBEX-35;CALL;Jun-26;20.200;18176.0;14,63;;;1
03/06/26;MINI IBEX-35;CALL;Jul-26;16.500;18176.0;23,63;0,88;;1
03/06/26;MINI IBEX-35;CALL;Jul-26;17.000;18176.0;21,72;0,81;;1
03/06/26;MINI IBEX-35;CALL;Jul-26;17.300;18176.0;20,57;0,75;;100
03/06/26;MINI IBEX-35;CALL;Jul-26;17.600;18176.0;19,42;0,68;;100
03/06/26;MINI IBEX-35;CALL;Jul-26;17.850;18176.0;18,47;0,60;;100
03/06/26;MINI IBEX-35;CALL;Jul-26;18.000;18176.0;17,89;0,55;;5
03/06/26;MINI IBEX-35;CALL;Jul-26;18.050;18176.0;17,70;0,54;;1
03/06/26;MINI IBEX-35;CALL;Jul-26;18.100;18176.0;17,51;0,52;;101
03/06/26;MINI IBEX-35;CALL;Jul-26;18.150;18176.0;17,39;0,50;;105
03/06/26;MINI IBEX-35;CALL;Jul-26;18.200;18176.0;17,32;0,48;;3
03/06/26;MINI IBEX-35;CALL;Jul-26;18.400;18176.0;17,04;0,41;;5
03/06/26;MINI IBEX-35;CALL;Jul-26;18.450;18176.0;16,97;0,39;;2
03/06/26;MINI IBEX-35;CALL;Jul-26;18.500;18176.0;16,90;0,37;;26
03/06/26;MINI IBEX-35;CALL;Jul-26;18.550;18176.0;16,83;0,36;;8
03/06/26;MINI IBEX-35;CALL;Jul-26;18.600;18176.0;16,76;0,34;;6
03/06/26;MINI IBEX-35;CALL;Jul-26;18.700;18176.0;16,62;0,30;;2
03/06/26;MINI IBEX-35;CALL;Jul-26;18.750;18176.0;16,55;0,29;3;3
03/06/26;MINI IBEX-35;CALL;Jul-26;18.800;18176.0;16,48;0,27;;22
03/06/26;MINI IBEX-35;CALL;Jul-26;18.900;18176.0;16,34;0,24;;8
03/06/26;MINI IBEX-35;CALL;Jul-26;18.950;18176.0;16,27;0,22;;1
03/06/26;MINI IBEX-35;CALL;Jul-26;19.000;18176.0;16,20;0,21;;6
03/06/26;MINI IBEX-35;CALL;Jul-26;19.100;18176.0;16,06;0,18;;2
03/06/26;MINI IBEX-35;CALL;Jul-26;19.200;18176.0;15,92;0,16;;5
03/06/26;MINI IBEX-35;CALL;Jul-26;19.750;18176.0;15,15;0,05;;1
03/06/26;MINI IBEX-35;CALL;Jul-26;20.000;18176.0;14,80;0,03;;1
03/06/26;MINI IBEX-35;CALL;Jul-26;20.100;18176.0;14,66;0,02;;1
03/06/26;MINI IBEX-35;CALL;Jul-26;20.200;18176.0;14,52;0,02;;1
03/06/26;MINI IBEX-35;CALL;Ago-26;17.950;18176.0;18,45;0,56;;1
03/06/26;MINI IBEX-35;CALL;Ago-26;18.150;18176.0;17,80;0,51;;3
03/06/26;MINI IBEX-35;CALL;Ago-26;18.300;18176.0;17,61;0,47;;2
03/06/26;MINI IBEX-35;CALL;Ago-26;18.500;18176.0;17,35;0,42;;1
03/06/26;MINI IBEX-35;CALL;Ago-26;18.900;18176.0;16,83;0,31;;1
03/06/26;MINI IBEX-35;CALL;Ago-26;19.200;18176.0;16,45;0,24;;1
03/06/26;MINI IBEX-35;CALL;Ago-26;19.600;18176.0;15,93;0,16;;41
03/06/26;MINI IBEX-35;CALL;Sep-26;12.200;18176.0;35,46;0,98;;32
03/06/26;MINI IBEX-35;CALL;Sep-26;15.500;18176.0;25,77;0,88;;1
03/06/26;MINI IBEX-35;CALL;Sep-26;16.500;18176.0;22,83;0,79;;1
03/06/26;MINI IBEX-35;CALL;Sep-26;17.000;18176.0;21,36;0,73;;1
03/06/26;MINI IBEX-35;CALL;Sep-26;17.300;18176.0;20,48;0,68;;5
03/06/26;MINI IBEX-35;CALL;Sep-26;17.400;18176.0;20,19;0,67;;3
03/06/26;MINI IBEX-35;CALL;Sep-26;17.500;18176.0;19,90;0,65;;6
03/06/26;MINI IBEX-35;CALL;Sep-26;17.600;18176.0;19,60;0,63;;1
