===============================================================================================
  MEFF - TOP 10 VOLUMEN CONTRATOS  |  Boletin: 05/08/26
===============================================================================================

FECHA_BOLETIN  ACCION      TIPO  FECHA_VENCIMIENTO  STRIKE  VOLUMEN_CONTRATOS  POSICION_ABIERTA
-------------  ----------  ----  -----------------  ------  -----------------  ----------------
05/08/26       SANTANDER   CALL  Oct-26             14,00   38.947             38.947          
05/08/26       IBERDROLA   CALL  Oct-26             22,00   12.287             12.287          
05/08/26       INDITEX     CALL  Oct-26             61,30   5.945              5.945           
05/08/26       REPSOL      PUT   Jun-28             20,00   3.000              3.000           
05/08/26       TELEFONICA  CALL  Dic-26             3,70    1.010              1.239           
05/08/26       SANTANDER   PUT   Dic-26             14,00   1.000              1.112           
05/08/26       TELEFONICA  PUT   Sep-26             4,10    757                15              
05/08/26       BBVA        CALL  Jun-27             25,00   243                248             
05/08/26       SANTANDER   PUT   Dic-29             10,50   200                100             
05/08/26       SANTANDER   PUT   Dic-30             13,00   185                185             
-------------  ----------  ----  -----------------  ------  -----------------  ----------------
Generado: 06/08/2026 05:49
