==============================================================================================
  MEFF - TOP 10 VOLUMEN CONTRATOS  |  Boletin: 10/09/26
==============================================================================================

FECHA_BOLETIN  ACCION     TIPO  FECHA_VENCIMIENTO  STRIKE  VOLUMEN_CONTRATOS  POSICION_ABIERTA
-------------  ---------  ----  -----------------  ------  -----------------  ----------------
10/09/26       SANTANDER  CALL  Dic-26             13,00   15.000             21.016          
10/09/26       REPSOL     CALL  Oct-26             31,00   4.150              4.154           
10/09/26       SANTANDER  PUT   Dic-27             12,50   3.000              3.025           
10/09/26       SANTANDER  CALL  Dic-27             14,50   3.000              3.000           
10/09/26       REPSOL     PUT   Dic-27             24,00   500                510             
10/09/26       AENA       PUT   Oct-26             23,00   300                301             
10/09/26       IAG        PUT   Oct-26             4,80    200                215             
10/09/26       REPSOL     CALL  Oct-26             30,00   183                175             
10/09/26       REPSOL     CALL  Sep-26             28,00   153                273             
10/09/26       CAIXABANK  PUT   Jun-27             12,50   151                151             
-------------  ---------  ----  -----------------  ------  -----------------  ----------------
Generado: 11/09/2026 07:51
