fecha_boletin;accion;tipo;fecha_vencimiento;strike;spot;volatilidad_cierre;delta_cierre;volumen_contratos;posicion_abierta
09/07/26;MINI IBEX-35;CALL;Jul-26;17.000;19322.8;26,90;1,00;;1
09/07/26;MINI IBEX-35;CALL;Jul-26;17.300;19322.8;25,66;1,00;;100
09/07/26;MINI IBEX-35;CALL;Jul-26;17.500;19322.8;24,83;1,00;;1
09/07/26;MINI IBEX-35;CALL;Jul-26;17.600;19322.8;24,42;0,99;;100
09/07/26;MINI IBEX-35;CALL;Jul-26;17.850;19322.8;23,39;0,99;;100
09/07/26;MINI IBEX-35;CALL;Jul-26;17.900;19322.8;23,19;0,99;;2
09/07/26;MINI IBEX-35;CALL;Jul-26;18.000;19322.8;22,77;0,98;;18
09/07/26;MINI IBEX-35;CALL;Jul-26;18.050;19322.8;22,57;0,98;;1
09/07/26;MINI IBEX-35;CALL;Jul-26;18.100;19322.8;22,36;0,98;;105
09/07/26;MINI IBEX-35;CALL;Jul-26;18.150;19322.8;22,16;0,97;;106
09/07/26;MINI IBEX-35;CALL;Jul-26;18.200;19322.8;21,95;0,97;;4
09/07/26;MINI IBEX-35;CALL;Jul-26;18.250;19322.8;21,74;0,96;;3
09/07/26;MINI IBEX-35;CALL;Jul-26;18.300;19322.8;21,54;0,96;;3
09/07/26;MINI IBEX-35;CALL;Jul-26;18.350;19322.8;21,33;0,95;;2
09/07/26;MINI IBEX-35;CALL;Jul-26;18.400;19322.8;21,13;0,94;;3
09/07/26;MINI IBEX-35;CALL;Jul-26;18.450;19322.8;20,92;0,93;;4
09/07/26;MINI IBEX-35;CALL;Jul-26;18.500;19322.8;20,71;0,92;;33
09/07/26;MINI IBEX-35;CALL;Jul-26;18.550;19322.8;20,51;0,91;;10
09/07/26;MINI IBEX-35;CALL;Jul-26;18.600;19322.8;20,30;0,90;;6
09/07/26;MINI IBEX-35;CALL;Jul-26;18.700;19322.8;19,89;0,87;;1
09/07/26;MINI IBEX-35;CALL;Jul-26;18.800;19322.8;19,48;0,84;;24
09/07/26;MINI IBEX-35;CALL;Jul-26;18.850;19322.8;19,27;0,81;;11
09/07/26;MINI IBEX-35;CALL;Jul-26;18.900;19322.8;19,07;0,79;;8
09/07/26;MINI IBEX-35;CALL;Jul-26;18.950;19322.8;18,86;0,77;;1
09/07/26;MINI IBEX-35;CALL;Jul-26;19.000;19322.8;18,65;0,74;;27
