accion;tipo;fecha_vencimiento;strike;volumen_contratos;posicion_abierta;fecha_boletin
MINI IBEX-35;CALL;May-26;15.850;-;1;05/05/26
MINI IBEX-35;CALL;May-26;15.900;-;21;05/05/26
MINI IBEX-35;CALL;May-26;16.000;-;9;05/05/26
MINI IBEX-35;CALL;May-26;16.050;-;1;05/05/26
MINI IBEX-35;CALL;May-26;16.100;-;14;05/05/26
MINI IBEX-35;CALL;May-26;16.150;-;1;05/05/26
MINI IBEX-35;CALL;May-26;16.200;2;14;05/05/26
MINI IBEX-35;CALL;May-26;16.300;-;7;05/05/26
MINI IBEX-35;CALL;May-26;16.350;-;78;05/05/26
MINI IBEX-35;CALL;May-26;16.400;1;104;05/05/26
MINI IBEX-35;CALL;May-26;16.450;-;2;05/05/26
MINI IBEX-35;CALL;May-26;16.500;3;118;05/05/26
MINI IBEX-35;CALL;May-26;16.550;-;4;05/05/26
MINI IBEX-35;CALL;May-26;16.600;-;9;05/05/26
MINI IBEX-35;CALL;May-26;16.650;-;5;05/05/26
MINI IBEX-35;CALL;May-26;16.700;-;27;05/05/26
MINI IBEX-35;CALL;May-26;16.750;2;12;05/05/26
MINI IBEX-35;CALL;May-26;16.800;1;2;05/05/26
MINI IBEX-35;CALL;May-26;16.850;-;10;05/05/26
MINI IBEX-35;CALL;May-26;16.900;-;20;05/05/26
MINI IBEX-35;CALL;May-26;17.000;8;412;05/05/26
MINI IBEX-35;CALL;May-26;17.100;7;14;05/05/26
MINI IBEX-35;CALL;May-26;17.200;2;5;05/05/26
MINI IBEX-35;CALL;May-26;17.250;-;3;05/05/26
MINI IBEX-35;CALL;May-26;17.300;-;7;05/05/26
MINI IBEX-35;CALL;May-26;17.350;-;2;05/05/26
MINI IBEX-35;CALL;May-26;17.400;3;17;05/05/26
MINI IBEX-35;CALL;May-26;17.450;1;21;05/05/26
MINI IBEX-35;CALL;May-26;17.500;1;106;05/05/26
MINI IBEX-35;CALL;May-26;17.550;-;103;05/05/26
MINI IBEX-35;CALL;May-26;17.600;6;110;05/05/26
MINI IBEX-35;CALL;May-26;17.650;-;101;05/05/26
MINI IBEX-35;CALL;May-26;17.700;-;13;05/05/26
MINI IBEX-35;CALL;May-26;17.750;-;2;05/05/26
MINI IBEX-35;CALL;May-26;17.800;4;9;05/05/26
MINI IBEX-35;CALL;May-26;17.850;7;9;05/05/26
MINI IBEX-35;CALL;May-26;17.900;-;12;05/05/26
MINI IBEX-35;CALL;May-26;17.950;-;2;05/05/26
MINI IBEX-35;CALL;May-26;18.000;-;16;05/05/26
MINI IBEX-35;CALL;May-26;18.050;-;2;05/05/26
MINI IBEX-35;CALL;May-26;18.100;-;9;05/05/26
MINI IBEX-35;CALL;May-26;18.150;-;1;05/05/26
MINI IBEX-35;CALL;May-26;18.200;-;10.002;05/05/26
MINI IBEX-35;CALL;May-26;18.250;-;1;05/05/26
MINI IBEX-35;CALL;May-26;18.300;-;2;05/05/26
MINI IBEX-35;CALL;May-26;18.350;-;11;05/05/26
MINI IBEX-35;CALL;May-26;18.400;-;1;05/05/26
MINI IBEX-35;CALL;May-26;18.450;1;1;05/05/26
MINI IBEX-35;CALL;May-26;18.500;-;12;05/05/26
MINI IBEX-35;CALL;May-26;18.600;-;1;05/05/26
MINI IBEX-35;CALL;May-26;18.700;-;1;05/05/26
MINI IBEX-35;CALL;May-26 w4 16.000;;-;1;05/05/26
MINI IBEX-35;CALL;May-26 w4 16.100;;-;1;05/05/26
MINI IBEX-35;CALL;May-26 w4 16.500;;-;2;05/05/26
MINI IBEX-35;CALL;May-26 w4 16.900;;2;2;05/05/26
MINI IBEX-35;CALL;May-26 w4 17.000;;-;1;05/05/26
MINI IBEX-35;CALL;May-26 w4 17.100;;-;1;05/05/26
MINI IBEX-35;CALL;May-26 w4 17.200;;-;1;05/05/26
MINI IBEX-35;CALL;May-26 w4 17.300;;-;1;05/05/26
MINI IBEX-35;CALL;May-26 w4 17.350;;-;1;05/05/26
MINI IBEX-35;CALL;May-26 w5 16.800;;2;2;05/05/26
MINI IBEX-35;CALL;May-26 w5 16.900;;1;1;05/05/26
MINI IBEX-35;CALL;Jun-26;7.700;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;8.000;-;300;05/05/26
MINI IBEX-35;CALL;Jun-26;9.500;-;350;05/05/26
MINI IBEX-35;CALL;Jun-26;9.900;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;10.200;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;10.900;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;11.300;-;32;05/05/26
MINI IBEX-35;CALL;Jun-26;11.400;-;32;05/05/26
MINI IBEX-35;CALL;Jun-26;11.500;-;32;05/05/26
MINI IBEX-35;CALL;Jun-26;11.600;-;32;05/05/26
MINI IBEX-35;CALL;Jun-26;12.000;-;2;05/05/26
MINI IBEX-35;CALL;Jun-26;12.100;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;12.200;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;12.300;-;2;05/05/26
MINI IBEX-35;CALL;Jun-26;12.400;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;12.500;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;12.600;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;12.700;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;13.000;-;8;05/05/26
MINI IBEX-35;CALL;Jun-26;13.100;-;2;05/05/26
MINI IBEX-35;CALL;Jun-26;13.200;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;13.300;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;13.400;-;3;05/05/26
MINI IBEX-35;CALL;Jun-26;13.500;-;6;05/05/26
MINI IBEX-35;CALL;Jun-26;13.800;-;9;05/05/26
MINI IBEX-35;CALL;Jun-26;14.000;3;21;05/05/26
MINI IBEX-35;CALL;Jun-26;14.100;-;42;05/05/26
MINI IBEX-35;CALL;Jun-26;14.200;-;3;05/05/26
MINI IBEX-35;CALL;Jun-26;14.300;-;6;05/05/26
MINI IBEX-35;CALL;Jun-26;14.400;-;5;05/05/26
MINI IBEX-35;CALL;Jun-26;14.500;-;7;05/05/26
MINI IBEX-35;CALL;Jun-26;14.600;-;29;05/05/26
MINI IBEX-35;CALL;Jun-26;14.700;-;7;05/05/26
MINI IBEX-35;CALL;Jun-26;14.800;-;3;05/05/26
MINI IBEX-35;CALL;Jun-26;14.900;-;22;05/05/26
MINI IBEX-35;CALL;Jun-26;15.000;-;125;05/05/26
MINI IBEX-35;CALL;Jun-26;15.100;-;4;05/05/26
MINI IBEX-35;CALL;Jun-26;15.200;-;2;05/05/26
MINI IBEX-35;CALL;Jun-26;15.300;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;15.400;-;2;05/05/26
MINI IBEX-35;CALL;Jun-26;15.450;-;3;05/05/26
MINI IBEX-35;CALL;Jun-26;15.500;-;52;05/05/26
MINI IBEX-35;CALL;Jun-26;15.550;-;3;05/05/26
MINI IBEX-35;CALL;Jun-26;15.600;-;37;05/05/26
MINI IBEX-35;CALL;Jun-26;15.650;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;15.700;-;5;05/05/26
MINI IBEX-35;CALL;Jun-26;15.800;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;15.850;-;2;05/05/26
MINI IBEX-35;CALL;Jun-26;15.900;-;3;05/05/26
MINI IBEX-35;CALL;Jun-26;16.000;1;121;05/05/26
MINI IBEX-35;CALL;Jun-26;16.100;-;25;05/05/26
MINI IBEX-35;CALL;Jun-26;16.200;-;5;05/05/26
MINI IBEX-35;CALL;Jun-26;16.300;-;5;05/05/26
MINI IBEX-35;CALL;Jun-26;16.350;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;16.400;-;3;05/05/26
MINI IBEX-35;CALL;Jun-26;16.500;1;5;05/05/26
MINI IBEX-35;CALL;Jun-26;16.600;-;70;05/05/26
MINI IBEX-35;CALL;Jun-26;16.700;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;16.750;1;1;05/05/26
MINI IBEX-35;CALL;Jun-26;16.800;-;24;05/05/26
MINI IBEX-35;CALL;Jun-26;16.900;-;20;05/05/26
MINI IBEX-35;CALL;Jun-26;17.000;2;298;05/05/26
MINI IBEX-35;CALL;Jun-26;17.100;-;6;05/05/26
MINI IBEX-35;CALL;Jun-26;17.200;-;69;05/05/26
MINI IBEX-35;CALL;Jun-26;17.300;-;103;05/05/26
MINI IBEX-35;CALL;Jun-26;17.350;-;181;05/05/26
MINI IBEX-35;CALL;Jun-26;17.400;-;103;05/05/26
MINI IBEX-35;CALL;Jun-26;17.500;-;8;05/05/26
MINI IBEX-35;CALL;Jun-26;17.550;-;100;05/05/26
MINI IBEX-35;CALL;Jun-26;17.600;-;207;05/05/26
MINI IBEX-35;CALL;Jun-26;17.650;-;103;05/05/26
MINI IBEX-35;CALL;Jun-26;17.700;-;2;05/05/26
MINI IBEX-35;CALL;Jun-26;17.800;-;102;05/05/26
MINI IBEX-35;CALL;Jun-26;17.850;-;100;05/05/26
MINI IBEX-35;CALL;Jun-26;17.900;-;102;05/05/26
MINI IBEX-35;CALL;Jun-26;17.950;-;1;05/05/26
MINI IBEX-35;CALL;Jun-26;18.000;-;8;05/05/26
MINI IBEX-35;CALL;Jun-26;18.100;-;2;05/05/26
MINI IBEX-35;CALL;Jun-26;18.200;-;3;05/05/26
MINI IBEX-35;CALL;Jun-26;18.300;-;100;05/05/26
MINI IBEX-35;CALL;Jun-26;18.400;-;100;05/05/26
MINI IBEX-35;CALL;Jun-26;18.500;-;100;05/05/26
MINI IBEX-35;CALL;Jun-26;18.950;1;1;05/05/26
MINI IBEX-35;CALL;Jul-26;15.000;1;5;05/05/26
MINI IBEX-35;CALL;Jul-26;15.500;-;1;05/05/26
MINI IBEX-35;CALL;Jul-26;15.600;1;1;05/05/26
MINI IBEX-35;CALL;Jul-26;16.000;-;1;05/05/26
MINI IBEX-35;CALL;Jul-26;16.700;-;1;05/05/26
MINI IBEX-35;CALL;Jul-26;17.400;1;1;05/05/26
MINI IBEX-35;CALL;Sep-26;13.000;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;13.100;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;13.500;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;13.600;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;13.700;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;13.900;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;14.000;-;7;05/05/26
MINI IBEX-35;CALL;Sep-26;14.100;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;14.200;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;14.300;-;3;05/05/26
MINI IBEX-35;CALL;Sep-26;14.400;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;14.500;-;4;05/05/26
MINI IBEX-35;CALL;Sep-26;14.600;-;5;05/05/26
MINI IBEX-35;CALL;Sep-26;14.700;-;3;05/05/26
MINI IBEX-35;CALL;Sep-26;15.000;-;11;05/05/26
MINI IBEX-35;CALL;Sep-26;15.200;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;15.400;-;5;05/05/26
MINI IBEX-35;CALL;Sep-26;15.500;-;27;05/05/26
MINI IBEX-35;CALL;Sep-26;15.600;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;15.700;-;4;05/05/26
MINI IBEX-35;CALL;Sep-26;15.800;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;15.900;-;7;05/05/26
MINI IBEX-35;CALL;Sep-26;16.000;-;6;05/05/26
MINI IBEX-35;CALL;Sep-26;16.100;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;16.200;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;16.300;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;16.400;-;3;05/05/26
MINI IBEX-35;CALL;Sep-26;16.500;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;16.700;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;16.800;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;17.000;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;17.200;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;17.400;-;3;05/05/26
MINI IBEX-35;CALL;Sep-26;17.500;-;1;05/05/26
MINI IBEX-35;CALL;Sep-26;17.600;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;17.700;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;17.800;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;18.000;-;3;05/05/26
MINI IBEX-35;CALL;Sep-26;18.100;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;18.200;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;18.300;-;2;05/05/26
MINI IBEX-35;CALL;Sep-26;18.400;-;3;05/05/26
MINI IBEX-35;CALL;Sep-26;19.400;-;14;05/05/26
MINI IBEX-35;CALL;Dic-26;8.600;-;1.250;05/05/26
MINI IBEX-35;CALL;Dic-26;10.900;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;11.300;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;11.500;-;2;05/05/26
MINI IBEX-35;CALL;Dic-26;12.200;-;2;05/05/26
MINI IBEX-35;CALL;Dic-26;12.300;-;5;05/05/26
MINI IBEX-35;CALL;Dic-26;12.400;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;12.500;-;8;05/05/26
MINI IBEX-35;CALL;Dic-26;12.600;-;6;05/05/26
MINI IBEX-35;CALL;Dic-26;12.900;-;7;05/05/26
MINI IBEX-35;CALL;Dic-26;13.000;-;7;05/05/26
MINI IBEX-35;CALL;Dic-26;13.100;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;13.200;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;13.500;-;504;05/05/26
MINI IBEX-35;CALL;Dic-26;13.600;1;5;05/05/26
MINI IBEX-35;CALL;Dic-26;13.700;-;2;05/05/26
MINI IBEX-35;CALL;Dic-26;14.000;1;1.024;05/05/26
MINI IBEX-35;CALL;Dic-26;14.200;-;3;05/05/26
MINI IBEX-35;CALL;Dic-26;14.300;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;14.500;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;14.800;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;14.900;-;3;05/05/26
MINI IBEX-35;CALL;Dic-26;15.000;-;2;05/05/26
MINI IBEX-35;CALL;Dic-26;15.500;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;15.600;-;32;05/05/26
MINI IBEX-35;CALL;Dic-26;15.700;-;2;05/05/26
MINI IBEX-35;CALL;Dic-26;15.800;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;16.000;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;16.300;-;10;05/05/26
MINI IBEX-35;CALL;Dic-26;16.400;-;6.000;05/05/26
MINI IBEX-35;CALL;Dic-26;16.500;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;16.600;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;16.700;-;1.505;05/05/26
MINI IBEX-35;CALL;Dic-26;16.800;-;4;05/05/26
MINI IBEX-35;CALL;Dic-26;16.900;-;4;05/05/26
MINI IBEX-35;CALL;Dic-26;17.000;-;9;05/05/26
MINI IBEX-35;CALL;Dic-26;17.100;-;5;05/05/26
MINI IBEX-35;CALL;Dic-26;17.200;-;5;05/05/26
MINI IBEX-35;CALL;Dic-26;17.300;-;4;05/05/26
MINI IBEX-35;CALL;Dic-26;17.400;-;6;05/05/26
MINI IBEX-35;CALL;Dic-26;17.500;-;1.000;05/05/26
MINI IBEX-35;CALL;Dic-26;17.600;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;17.700;-;5.011;05/05/26
MINI IBEX-35;CALL;Dic-26;17.800;-;5;05/05/26
MINI IBEX-35;CALL;Dic-26;17.900;-;5.001;05/05/26
MINI IBEX-35;CALL;Dic-26;18.000;-;4;05/05/26
MINI IBEX-35;CALL;Dic-26;18.100;-;2;05/05/26
MINI IBEX-35;CALL;Dic-26;18.200;-;7;05/05/26
MINI IBEX-35;CALL;Dic-26;18.500;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;18.800;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;19.100;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;19.400;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;19.700;-;1;05/05/26
MINI IBEX-35;CALL;Dic-26;20.000;-;1;05/05/26
MINI IBEX-35;CALL;Mar-27;13.000;-;3;05/05/26
MINI IBEX-35;CALL;Mar-27;13.800;-;32;05/05/26
MINI IBEX-35;CALL;Mar-27;16.500;-;1;05/05/26
MINI IBEX-35;CALL;Mar-27;17.500;-;20;05/05/26
MINI IBEX-35;CALL;Mar-27;18.000;-;750;05/05/26
MINI IBEX-35;CALL;Mar-27;21.600;-;1;05/05/26
MINI IBEX-35;CALL;Jun-27;13.000;-;2;05/05/26
MINI IBEX-35;CALL;Sep-27;12.100;-;32;05/05/26
MINI IBEX-35;CALL;Sep-27;12.200;-;32;05/05/26
MINI IBEX-35;CALL;Sep-27;12.300;-;32;05/05/26
MINI IBEX-35;CALL;Sep-27;12.400;-;32;05/05/26
MINI IBEX-35;CALL;Sep-27;14.200;-;32;05/05/26
MINI IBEX-35;CALL;Dic-27;13.400;-;250;05/05/26
MINI IBEX-35;CALL;Dic-27;14.700;-;1;05/05/26
MINI IBEX-35;CALL;Dic-27;15.400;-;32;05/05/26
MINI IBEX-35;CALL;Dic-27;15.700;-;32;05/05/26
MINI IBEX-35;CALL;Dic-27;15.800;-;32;05/05/26
MINI IBEX-35;CALL;Dic-28;16.800;-;1.800;05/05/26
ACCIONA;CALL;May-26;190,00;-;1;05/05/26
ACCIONA;CALL;May-26;195,00;-;1;05/05/26
ACCIONA;CALL;May-26;210,00;-;1;05/05/26
ACCIONA;CALL;May-26;220,00;-;1;05/05/26
ACCIONA;CALL;May-26;240,00;-;1;05/05/26
ACCIONA;CALL;Jun-26;120,00;-;1;05/05/26
ACCIONA;CALL;Jun-26;220,00;-;1;05/05/26
ACCIONA;CALL;Sep-26;120,00;-;1;05/05/26
ACCIONA;CALL;Sep-26;170,00;-;1;05/05/26
ACCIONA;CALL;Sep-26;200,00;-;10;05/05/26
ACCIONA;CALL;Dic-26;175,00;-;2;05/05/26
ACCIONA;CALL;Dic-26;210,00;-;2;05/05/26
ACCIONA ENERGIA;CALL;Jun-26;19,00;-;1;05/05/26
ACCIONA ENERGIA;CALL;Jun-26;21,00;-;1;05/05/26
ACCIONA ENERGIA;CALL;Sep-26;20,00;-;3;05/05/26
ACCIONA ENERGIA;CALL;Dic-26;18,00;-;2;05/05/26
ACCIONA ENERGIA;CALL;Dic-26;19,00;-;3;05/05/26
ACCIONA ENERGIA;CALL;Dic-26;21,00;-;15;05/05/26
ACERINOX;CALL;May-26;10,50;-;2;05/05/26
ACERINOX;CALL;May-26;11,00;-;5;05/05/26
ACERINOX;CALL;May-26;12,00;-;6;05/05/26
ACERINOX;CALL;May-26;12,50;-;10;05/05/26
ACERINOX;CALL;May-26;13,00;-;30;05/05/26
ACERINOX;CALL;May-26;13,50;-;2;05/05/26
ACERINOX;CALL;Jun-26;8,50;-;20;05/05/26
ACERINOX;CALL;Jun-26;9,25;-;20;05/05/26
ACERINOX;CALL;Jun-26;9,50;-;1;05/05/26
ACERINOX;CALL;Jun-26;10,00;-;61;05/05/26
ACERINOX;CALL;Jun-26;10,50;-;9;05/05/26
ACERINOX;CALL;Jun-26;11,50;-;37;05/05/26
ACERINOX;CALL;Jun-26;12,00;-;16;05/05/26
ACERINOX;CALL;Jun-26;12,50;-;202;05/05/26
ACERINOX;CALL;Jun-26;13,00;-;521;05/05/26
ACERINOX;CALL;Jun-26;13,50;-;10;05/05/26
ACERINOX;CALL;Jun-26;14,00;-;12;05/05/26
ACERINOX;CALL;Sep-26;9,00;-;23;05/05/26
ACERINOX;CALL;Sep-26;9,50;-;43;05/05/26
ACERINOX;CALL;Sep-26;9,75;-;1;05/05/26
ACERINOX;CALL;Sep-26;10,00;-;10;05/05/26
ACERINOX;CALL;Sep-26;10,50;-;40;05/05/26
ACERINOX;CALL;Sep-26;11,00;-;150;05/05/26
ACERINOX;CALL;Sep-26;13,00;-;11;05/05/26
ACERINOX;CALL;Sep-26;14,00;-;10;05/05/26
ACERINOX;CALL;Sep-26;15,00;-;2;05/05/26
ACERINOX;CALL;Dic-26;9,50;-;1;05/05/26
ACERINOX;CALL;Dic-26;9,75;-;1;05/05/26
ACERINOX;CALL;Dic-26;10,00;-;97;05/05/26
ACERINOX;CALL;Dic-26;10,50;-;35;05/05/26
ACERINOX;CALL;Dic-26;11,00;-;51;05/05/26
ACERINOX;CALL;Dic-26;11,50;-;25;05/05/26
ACERINOX;CALL;Dic-26;12,00;-;25;05/05/26
ACERINOX;CALL;Dic-26;12,50;-;100;05/05/26
ACERINOX;CALL;Mar-27;8,00;-;2;05/05/26
ACERINOX;CALL;Mar-27;10,00;-;175;05/05/26
ACERINOX;CALL;Mar-27;10,50;-;50;05/05/26
ACERINOX;CALL;Mar-27;11,00;-;55;05/05/26
ACERINOX;CALL;Mar-27;11,50;-;1;05/05/26
ACERINOX;CALL;Mar-27;12,00;-;20;05/05/26
ACERINOX;CALL;Jun-27;8,75;-;1;05/05/26
ACERINOX;CALL;Jun-27;10,00;-;243;05/05/26
ACERINOX;CALL;Sep-27;12,00;-;207;05/05/26
ACERINOX;CALL;Dic-27;12,00;-;150;05/05/26
ACERINOX;CALL;Mar-28;12,00;-;208;05/05/26
ACS;CALL;May-26;90,00;-;3;05/05/26
ACS;CALL;May-26;96,00;-;1;05/05/26
ACS;CALL;May-26;98,00;-;50;05/05/26
ACS;CALL;May-26;100,00;-;10;05/05/26
ACS;CALL;May-26;110,00;-;3;05/05/26
ACS;CALL;May-26;115,00;-;474;05/05/26
ACS;CALL;May-26;120,00;2;30;05/05/26
ACS;CALL;May-26;125,00;-;60;05/05/26
ACS;CALL;Jun-26;30,00;-;25;05/05/26
ACS;CALL;Jun-26;31,00;-;25;05/05/26
ACS;CALL;Jun-26;34,00;-;10;05/05/26
ACS;CALL;Jun-26;41,00;-;25;05/05/26
ACS;CALL;Jun-26;42,00;-;25;05/05/26
ACS;CALL;Jun-26;43,00;-;25;05/05/26
ACS;CALL;Jun-26;44,00;-;25;05/05/26
ACS;CALL;Jun-26;45,00;-;26;05/05/26
ACS;CALL;Jun-26;49,00;-;50;05/05/26
ACS;CALL;Jun-26;50,00;-;51;05/05/26
ACS;CALL;Jun-26;52,00;-;50;05/05/26
ACS;CALL;Jun-26;54,00;-;50;05/05/26
ACS;CALL;Jun-26;56,00;-;51;05/05/26
ACS;CALL;Jun-26;60,00;-;50;05/05/26
ACS;CALL;Jun-26;62,00;-;25;05/05/26
ACS;CALL;Jun-26;66,00;-;35;05/05/26
ACS;CALL;Jun-26;68,00;-;1;05/05/26
ACS;CALL;Jun-26;70,00;-;1;05/05/26
ACS;CALL;Jun-26;72,00;-;10;05/05/26
ACS;CALL;Jun-26;76,00;6;6;05/05/26
ACS;CALL;Jun-26;88,00;-;15;05/05/26
ACS;CALL;Jun-26;90,00;-;2;05/05/26
ACS;CALL;Jun-26;92,00;-;5;05/05/26
ACS;CALL;Jun-26;96,00;-;1;05/05/26
ACS;CALL;Jun-26;100,00;-;3;05/05/26
ACS;CALL;Jun-26;105,00;-;15;05/05/26
ACS;CALL;Jun-26;110,00;1;2;05/05/26
ACS;CALL;Jun-26;115,00;-;1;05/05/26
ACS;CALL;Jun-26;120,00;-;1;05/05/26
ACS;CALL;Jul-26;120,00;-;1;05/05/26
ACS;CALL;Sep-26;50,00;-;25;05/05/26
ACS;CALL;Sep-26;52,00;-;50;05/05/26
ACS;CALL;Sep-26;54,00;-;50;05/05/26
ACS;CALL;Sep-26;56,00;-;51;05/05/26
ACS;CALL;Sep-26;66,00;-;25;05/05/26
ACS;CALL;Sep-26;68,00;-;25;05/05/26
ACS;CALL;Sep-26;70,00;-;25;05/05/26
ACS;CALL;Sep-26;72,00;-;1;05/05/26
ACS;CALL;Sep-26;76,00;-;42;05/05/26
ACS;CALL;Sep-26;78,00;-;52;05/05/26
ACS;CALL;Sep-26;80,00;-;27;05/05/26
ACS;CALL;Sep-26;82,00;-;5;05/05/26
